species,NSCA1,NSCA2,NSCA3,NSCA4,NSCA5
Annickia.chlorantha,0.004675943679145155,0.0017754875575834226,0.03128900347292242,9.085301994868785e-4,3.589623627007412e-4
Barteria.fistulosa,0.05354080118246787,0.03195530443084045,1.0034108833161293,0.32038581192800697,28.951221084416435
Canarium.schweinfurthii,0.004551762558706774,1.9637912814140137e-5,7.707286862010538e-8,8.408412026425301e-4,1.4731480128295357e-4
Chaetocarpus.africanus,0.43846772020382446,0.01929454869028406,2.430171593263128,0.079977055109492,4.3032570549069533e-4
Chrysophyllum.lacourtianum,0.001326733812111205,0.003344542742734977,0.010004006270120826,0.00389163800577813,5.48012932959823e-5
Cola.griseiflora,0.2545927777143289,0.12669033255589618,0.7463959389350439,0.002474702586232294,0.016129751021357278
Copaifera.NA,0.0014256871564826024,4.938545241661691e-4,0.006140316176975664,1.3163545399350738e-4,1.786361301481854e-5
Dacryodes.edulis,0.09612845332973242,0.010759567416965498,0.5502023901158503,0.02138458731496294,0.007851306661311548
Dialium.pachyphyllum,0.028840474848690307,0.030029960397932702,0.16943635354384742,0.0026540860129872744,0.2999334902785335
Dialium.zenkeri,0.010275100216750906,0.004496930617647893,0.0657683538406039,0.0020007823854710657,1.3283454818675038e-4
Diospyros.ferrea,0.05906046197256882,0.02790840692830905,0.40263847064101255,0.004645941092044562,0.005144272726673173
Drypetes.NA,0.16979116489498525,0.062352162310611955,1.271241279286323,0.03817961799035703,0.009056921300262465
Duvigneaudia.inopinata,0.12284796970816014,0.044326850336800734,0.8277346692894828,0.027575903102935756,0.00613933981390766
Entandrophragma.utile,0.016802439173748986,0.006833820658194316,0.09099430111837034,0.002644106941958291,1.471263224600457e-4
Klainedoxa.gabonensis,0.18415951556541849,0.059207280693778494,0.7863310552209278,0.03011000153470831,0.032945765838908785
Lovoa.trichilioides,6.062709507325273e-4,6.861438008599149e-4,0.010038598465266408,6.656339169263588e-5,1.3027885496595204e-4
Macaranga.barteri,0.03493731201220806,0.016694091400547423,0.022200192779452982,8.283659746322386e-4,0.0010158874636731865
Maranthes.glabra,0.004212521021595214,5.9253827205753e-4,0.01207853563566352,0.006202864970759092,7.744518184926767e-5
Musanga.cecropioides,30.02344770209437,0.5510339344989748,4.147762795831439,26.765114099914715,0.7338122802864714
Omphalocarpum.elatum,0.0035250448805743636,0.0015826254561039565,0.02489977037659462,4.2888034682704335e-4,1.578019634171463e-4
Oncoba.mannii,0.21221928695556055,0.04502217299727631,1.6231773712360107,0.06684714546117182,0.02413995043710763
Ongokea.gore,0.04543840712101483,9.066905766414556e-4,0.11163779681803004,0.0021507440914459598,0.05926666812559396
Pancovia.laurentii,0.03138851257086258,0.01839053835744526,0.13443416278015552,1.1589618120478145e-5,5.653583705769685e-4
Pentaclethra.eetveldeana,0.2518386515840349,0.07166386972780629,1.784324452365999,0.06332296307354869,0.007473618208988442
Pentaclethra.macrophylla,0.001827954486582285,0.003007051798688961,0.013098468626547847,0.00918438468714507,0.0038902523868262324
Piptadeniastrum.africanum,1.052264763428246e-4,5.519689630996959e-4,0.0014553887569454845,1.7503601249062016e-6,2.6476582487789605e-6
Plagiostyles.africana,2.088132308298492,0.6711871711888484,15.032470128311306,0.6560969254493972,0.1549900083980336
Polyalthia.suaveolens,1.3929478440619163,0.485048514500231,8.806912451558564,0.18980060629302603,0.08069192526488221
Pycnanthus.angolensis,0.002869819666499203,0.015087671848812656,0.0928472953818366,0.028568919240019808,0.0033277074044472804
Rhabdophyllum.arnoldianum,0.001166971345306937,3.324824161308615e-5,0.005125762119891249,3.086771336533962e-4,6.41887509045428e-5
Santiria.trimera,0.1942194350495714,0.04538886219858484,0.08264899436644983,0.01462725997160628,0.09156754745926551
Scorodophloeus.zenkeri,0.1842314620305817,0.1853551220506825,0.021676300153124706,0.07011784807337272,0.002489532121477814
Sorindeia.africana,1.1207794277437222,0.008588168505544464,8.085143612602321,0.4370490205762207,0.11897603106730485
Staudtia.kamerunensis,0.07413982590154108,0.0824585146573923,0.5525072509664127,0.016346302991614887,0.00719018581461198
Strombosia.pustulata,1.2276409841827156,0.4908414115243145,2.8087019134160554,0.15587899022218651,0.13571379293988545
Strombosiopsis.tetrandra,0.329183335317731,0.15758116336831315,0.7389041930982755,0.07940483815919436,0.21562925023373433
Uapaca.NA,0.0039054211591014556,0.0013745392565060936,0.023545712011675615,7.010982532807804e-4,7.011262421354128e-5
Xylopia.hypolampra,0.017049538453751813,0.0055655055788002405,0.01909333479043551,0.001867319367986941,0.5620899413695335
Cleistopholis.glauca,0.0039441503552479955,0.001261389121375072,0.013623780447149524,0.005074251825851314,0.0020982104122285977
Daniellia.pynaertii,4.247673399009239e-5,9.933936749755226e-7,4.029742672161082e-5,4.18723434119891e-5,1.2754186712686487e-7
Dichapetalum.NA,7.383027266396817e-4,2.4345984272268259e-4,0.00309468853145446,5.510811673815558e-5,6.598144419797726e-6
Heisteria.parvifolia,0.03277322858984308,0.01318297857113276,0.12963271281654432,0.001778088384781169,5.500459570072866e-4
Maprounea.membranacea,0.00405500426274397,0.00198061321815685,0.001544822809872294,7.1882062414023535e-6,9.68070430219037e-4
Markhamia.tomentosa,2.109522799705061e-5,1.7277310964004954e-4,0.0022089735669924217,4.879002412549431e-6,0.0034404632545124865
Massularia.acuminata,0.008208364113422973,0.003626934247009771,0.048673757529805434,0.0012406348852259583,4.033133640658528e-4
Milicia.excelsa,0.0015121633615975479,9.133666400239905e-5,3.590325571922789e-4,4.789783221114323e-5,2.3353397853817786e-6
Millettia.laurentii,0.10330383526824616,0.03783684449940081,0.50425945970887,0.011142084691727169,0.1533130318700099
Olax.NA,0.006222259120400344,0.0031495201599828896,0.0436582520346292,3.798884829144448e-4,3.304814867474664e-4
Picralima.nitida,0.01199490551880566,0.004200619558960786,0.061265692080818196,0.001913720156665171,4.6846324208187214e-4
Xylopia.aethiopica,1.232596352926154,8.816434612110351,1.9423701528413269,0.16021864140548356,0.11459157223786692
Anonidium.mannii,0.015228205424739339,0.024244889546478608,0.006940522425268396,7.528920544158397e-4,7.114163889067477e-5
Cola.acuminata,0.004456834890111415,0.0012961191199728115,0.004512667351621885,6.611269193127709e-4,0.0012473863881692193
Garcinia.kola,0.015387334318415526,0.00669591233403715,0.10162241733044251,0.0013363384369749116,0.0014498284055104575
Millettia.NA,1.2543658626825589e-5,1.5197490255643606e-5,3.4012860843634816e-4,1.9718594331928297e-5,6.384818474776208e-4
Oncoba.welwitschii,0.03266195953682518,0.0028117934763469627,0.053273941817410395,0.011782860327738563,0.0446499140929823
Ricinodendron.heudelotii,0.07507368278064365,0.0010112902795348072,0.0025596620872801387,0.0039560373360144245,1.3647980930818853e-4
Rytigynia.NA,0.03052439066934992,0.09193326282893799,0.12391648718070294,0.007980760214059142,0.0031872946546065246
Sclerocroton.cornutus,0.007074769182555099,0.004300520776595823,0.016964417819609206,2.73604588083833e-4,7.733979944191186e-4
Tetrapleura.tetraptera,0.01546792196754928,1.8895547545176467e-4,2.9145708154994725e-4,0.04053496156287446,9.36551343952853e-4
Uvaria.NA,0.0034784532579774548,0.0013764123235858938,0.021489939727359644,5.901562645545247e-4,1.419322984753841e-4
Vitex.congolensis,2.3513982112571146e-5,8.963283450327597e-5,2.557064150110939e-4,3.135109224069833e-4,3.038242368627954e-6
Zanthoxylum.gilletii,1.3132483129910469e-4,4.678729967473297e-7,1.6433277013528757e-4,9.369053379933504e-6,5.785147041904586e-6
Cola.diversifolia,0.0035042367832882827,0.001488175149982217,0.019470062230592125,4.158844096249329e-4,5.213970481352976e-5
Dialium.NA,4.5437386349598735e-5,7.12391345483256e-6,3.4652303669354534e-4,1.3203037691171606e-5,2.8884711810284424e-6
Dracaena.mannii,4.389486208364155e-5,4.356334059696434e-5,8.940461912225736e-6,4.484629777556457e-7,6.162209862489466e-5
Elaeis.guineensis,3.4411404525571873e-4,9.780764586490394e-6,0.0022343542518222163,0.0027989205653013256,6.141372601805937e-5
Ficus.NA,2.5266591306423068e-5,1.0116661115875318e-5,1.7752922149362157e-4,8.332884048486242e-6,2.51471155345566e-6
Fillaeopsis.discophora,4.6772175179646477e-5,2.5136874978245183e-5,1.5145424616903468e-4,3.0487151940975337e-6,1.3487272596396471e-5
Garcinia.punctata,1.0370868932071418,0.3888218555469232,4.453537430504621,0.1912073024088981,0.20737479541262455
Symphonia.globulifera,0.08019627998203768,0.029728278635333446,0.5488074731921598,0.03161841367012771,0.010447549382810022
Alstonia.congensis,6.822625288833254e-5,8.797197567263365e-6,2.0531168423564185e-5,1.6413589472623256e-6,3.698708172572071e-5
Bikinia.evrardii,4.3254670247495854e-4,1.525705523706609e-4,0.0014839556565833737,3.4165580174258654e-5,9.296995390107769e-6
Cola.gigantea,1.230058482103462e-4,2.1619403723006822e-5,3.836384104097913e-5,0.0013947741330466164,4.1693891907504836e-7
Diospyros.NA,1.0705829258401647e-5,3.078284515689548e-6,2.87941309165331e-5,3.09607812661011e-7,3.5005485623874435e-8
Eriocoelum.microspermum,0.004531367225999785,0.0015126279158165213,0.048234447915858264,1.3545645120573816e-4,0.022935771900343967
Erythrophleum.suaveolens,5.768303814311144e-4,3.14028916369324e-4,3.604583106904499e-4,4.481790877646222e-6,0.0016303498688664503
