plot_ref;site;sp;dbh;h
M2P2;Malebo;Anonidium_mannii;28;19
M2P2;Malebo;Anonidium_mannii;17;15
M2P2;Malebo;Anonidium_mannii;15,3;11
M2P2;Malebo;Anonidium_mannii;14;8
M2P2;Malebo;Anonidium_mannii;33,4;15
M2P2;Malebo;Chaetocarpus_africanus;12,5;15
M2P2;Malebo;Chaetocarpus_africanus;11,5;12
M2P2;Malebo;Chaetocarpus_africanus;12;10
M2P2;Malebo;Chaetocarpus_africanus;10,7;8
M2P2;Malebo;Chaetocarpus_africanus;12;11
M2P2;Malebo;Cleistopholis_glauca;30,6;22
M2P2;Malebo;Cleistopholis_glauca;47,3;25
M2P2;Malebo;Cleistopholis_glauca;17,1;15
M2P2;Malebo;Cleistopholis_glauca;73,4;36
M2P2;Malebo;Cleistopholis_glauca;36,5;26
M2P2;Malebo;Dacryodes_edulis;34,3;26
M2P2;Malebo;Dacryodes_edulis;27;20
M2P2;Malebo;Dacryodes_edulis;23;19
M2P2;Malebo;Dacryodes_edulis;13,5;12
M2P2;Malebo;Drypetes;12,4;14
M2P2;Malebo;Drypetes;17;16
M2P2;Malebo;Drypetes;10,8;10
M2P2;Malebo;Drypetes;28;18
M2P2;Malebo;Drypetes;37;27
M2P2;Malebo;Drypetes;16;18
M2P2;Malebo;Drypetes;15;19
M2P2;Malebo;Duvigneaudia_inopinata;28;20
M2P2;Malebo;Duvigneaudia_inopinata;20;18
M2P2;Malebo;Duvigneaudia_inopinata;18,5;17
M2P2;Malebo;Duvigneaudia_inopinata;12;14
M2P2;Malebo;Entandrophragma_angolense;10;12
M2P2;Malebo;Entandrophragma_angolense;11;14
M2P2;Malebo;Entandrophragma_angolense;11,5;12
M2P2;Malebo;Entandrophragma_angolense;44;35
M2P2;Malebo;Entandrophragma_angolense;12;13
M2P2;Malebo;Entandrophragma_angolense;17;16
M2P2;Malebo;Entandrophragma_angolense;22,1;16
M2P2;Malebo;Entandrophragma_angolense;26;17
M2P2;Malebo;Entandrophragma_angolense;12,3;14
M2P2;Malebo;Entandrophragma_angolense;20,5;18
M2P2;Malebo;Entandrophragma_angolense;20,5;16
M2P2;Malebo;Entandrophragma_angolense;18,7;18
M2P2;Malebo;Ficus;60;20
M2P2;Malebo;Garcinia_kola;15;13
M2P2;Malebo;Garcinia_kola;18,1;12
M2P2;Malebo;Garcinia_kola;12;17
M2P2;Malebo;Garcinia_kola;14,9;10
M2P2;Malebo;Garcinia_kola;18,9;12
M2P2;Malebo;Garcinia_kola;12,5;9
M2P2;Malebo;Garcinia_kola;17;16
M2P2;Malebo;Garcinia_kola;26;19
M2P2;Malebo;Garcinia_kola;13,7;12
M2P2;Malebo;Garcinia_punctata;20,4;19
M2P2;Malebo;Garcinia_punctata;18;15
M2P2;Malebo;Garcinia_punctata;18,5;20
M2P2;Malebo;Garcinia_punctata;23;19
M2P2;Malebo;Garcinia_punctata;28,6;25
M2P2;Malebo;Garcinia_punctata;12;13
M2P2;Malebo;Garcinia_punctata;12,1;17
M2P2;Malebo;Garcinia_punctata;16;17
M2P2;Malebo;Garcinia_punctata;11,6;13
M2P2;Malebo;Garcinia_punctata;17;15
M2P2;Malebo;Garcinia_punctata;16,6;16
M2P2;Malebo;Garcinia_punctata;19;18
M2P2;Malebo;Garcinia_punctata;14,5;12
M2P2;Malebo;Garcinia_punctata;10,7;14
M2P2;Malebo;Garcinia_punctata;11,4;13
M2P2;Malebo;Garcinia_punctata;25,5;18
M2P2;Malebo;Garcinia_punctata;13,2;14
M2P2;Malebo;Garcinia_punctata;15,6;14
M2P2;Malebo;Garcinia_punctata;31,5;21
M2P2;Malebo;Garcinia_punctata;23;20
M2P2;Malebo;Garcinia_punctata;12;14
M2P2;Malebo;Garcinia_punctata;12,3;11
M2P2;Malebo;Garcinia_punctata;13,2;14
M2P2;Malebo;Garcinia_punctata;18,3;14
M2P2;Malebo;Garcinia_punctata;12;13
M2P2;Malebo;Garcinia_punctata;15,8;13
M2P2;Malebo;Garcinia_punctata;11,9;10
M2P2;Malebo;Garcinia_punctata;14,2;15
M2P2;Malebo;Garcinia_punctata;10,8;10
M2P2;Malebo;Garcinia_punctata;10,1;12
M2P2;Malebo;Garcinia_punctata;14;15
M2P2;Malebo;Garcinia_punctata;14,6;13
M2P2;Malebo;Garcinia_punctata;10,5;11
M2P2;Malebo;Garcinia_punctata;16,1;13
M2P2;Malebo;Garcinia_punctata;16,2;12
M2P2;Malebo;Garcinia_punctata;13,7;13
M2P2;Malebo;Garcinia_punctata;14;13
M2P2;Malebo;Garcinia_punctata;25;19
M2P2;Malebo;Garcinia_punctata;13,3;12
M2P2;Malebo;Garcinia_punctata;13,3;14
M2P2;Malebo;Garcinia_punctata;21,3;15
M2P2;Malebo;Garcinia_punctata;17,6;15
M2P2;Malebo;Garcinia_punctata;18;16
M2P2;Malebo;Garcinia_punctata;18,2;18
M2P2;Malebo;Garcinia_punctata;17,8;13
M2P2;Malebo;Garcinia_punctata;10,7;11
M2P2;Malebo;Garcinia_punctata;13,5;14
M2P2;Malebo;Garcinia_punctata;14;13
M2P2;Malebo;Garcinia_punctata;18,3;14
M2P2;Malebo;Garcinia_punctata;13;12
M2P2;Malebo;Garcinia_punctata;20;21
M2P2;Malebo;Garcinia_punctata;12;12
M2P2;Malebo;Garcinia_punctata;14,7;16
M2P2;Malebo;Garcinia_punctata;17,8;17
M2P2;Malebo;Garcinia_punctata;20,8;14
M2P2;Malebo;Garcinia_punctata;22,4;17
M2P2;Malebo;Garcinia_punctata;11,1;15
M2P2;Malebo;Garcinia_punctata;11;11
M2P2;Malebo;Garcinia_punctata;24,3;16
M2P2;Malebo;Garcinia_punctata;13,2;12
M2P2;Malebo;Garcinia_punctata;15;14
M2P2;Malebo;Garcinia_punctata;24,7;18
M2P2;Malebo;Garcinia_punctata;19;20
M2P2;Malebo;Garcinia_punctata;14;13
M2P2;Malebo;Garcinia_punctata;21;19
M2P2;Malebo;Garcinia_punctata;18,6;17
M2P2;Malebo;Garcinia_punctata;21,5;14
M2P2;Malebo;Garcinia_punctata;24,1;16
M2P2;Malebo;Garcinia_punctata;15;11
M2P2;Malebo;Garcinia_punctata;25,5;18
M2P2;Malebo;Garcinia_punctata;16;14
M2P2;Malebo;Garcinia_punctata;20,1;18
M2P2;Malebo;Garcinia_punctata;22;19
M2P2;Malebo;Garcinia_punctata;19;17
M2P2;Malebo;;31,7;19
M2P2;Malebo;;46,5;26
M2P2;Malebo;Klainedoxa_gabonensis;30;22
M2P2;Malebo;Klainedoxa_gabonensis;45,5;35
M2P2;Malebo;Klainedoxa_gabonensis;30;24
M2P2;Malebo;Klainedoxa_gabonensis;10,1;12
M2P2;Malebo;Klainedoxa_gabonensis;20;18
M2P2;Malebo;Klainedoxa_gabonensis;12,1;13
M2P2;Malebo;Klainedoxa_gabonensis;38,7;20
M2P2;Malebo;Klainedoxa_gabonensis;20;19
M2P2;Malebo;Klainedoxa_gabonensis;12;13
M2P2;Malebo;Klainedoxa_gabonensis;16,5;19
M2P2;Malebo;Klainedoxa_gabonensis;29,2;20
M2P2;Malebo;Klainedoxa_gabonensis;15,8;13
M2P2;Malebo;Klainedoxa_gabonensis;120;35
M2P2;Malebo;Klainedoxa_gabonensis;17;16
M2P2;Malebo;Klainedoxa_gabonensis;32;22
M2P2;Malebo;Klainedoxa_gabonensis;16;18
M2P2;Malebo;Klainedoxa_gabonensis;12;13
M2P2;Malebo;Klainedoxa_gabonensis;28,6;20
M2P2;Malebo;Klainedoxa_gabonensis;17,2;11
M2P2;Malebo;Klainedoxa_gabonensis;13,3;16
M2P2;Malebo;Klainedoxa_gabonensis;16;15
M2P2;Malebo;Klainedoxa_gabonensis;22;23
M2P2;Malebo;Klainedoxa_gabonensis;42;22
M2P2;Malebo;Klainedoxa_gabonensis;32;21
M2P2;Malebo;Klainedoxa_gabonensis;16;17
M2P2;Malebo;Klainedoxa_gabonensis;22;19
M2P2;Malebo;Klainedoxa_gabonensis;43;25
M2P2;Malebo;Klainedoxa_gabonensis;37;20
M2P2;Malebo;Klainedoxa_gabonensis;12,7;16
M2P2;Malebo;Klainedoxa_gabonensis;14,4;16
M2P2;Malebo;Klainedoxa_gabonensis;17;19
M2P2;Malebo;Lovoa_trichilioides;11,3;12
M2P2;Malebo;Lovoa_trichilioides;21,9;20
M2P2;Malebo;Lovoa_trichilioides;11,7;5
M2P2;Malebo;Lovoa_trichilioides;46;32
M2P2;Malebo;Macaranga_barteri;42;20
M2P2;Malebo;Massularia_acuminata;14;12
M2P2;Malebo;Massularia_acuminata;10,5;8
M2P2;Malebo;Millettia_laurentii;47;35
M2P2;Malebo;Millettia_laurentii;55;35
M2P2;Malebo;Millettia_laurentii;14;19
M2P2;Malebo;Millettia_laurentii;63;32
M2P2;Malebo;Millettia_laurentii;26;12
M2P2;Malebo;Millettia_laurentii;79;38
M2P2;Malebo;Millettia_laurentii;72;32
M2P2;Malebo;Millettia_laurentii;65,7;38
M2P2;Malebo;Oncoba_mannii;16;14
M2P2;Malebo;Oncoba_mannii;17;18
M2P2;Malebo;Oncoba_mannii;14,9;14
M2P2;Malebo;Oncoba_mannii;15,5;13
M2P2;Malebo;Oncoba_mannii;17;14
M2P2;Malebo;Oncoba_mannii;15;14
M2P2;Malebo;Oncoba_mannii;30;20
M2P2;Malebo;Oncoba_mannii;20;19
M2P2;Malebo;Oncoba_mannii;12;14
M2P2;Malebo;Oncoba_mannii;17,8;15
M2P2;Malebo;Oncoba_mannii;19,2;14
M2P2;Malebo;Oncoba_mannii;18,5;16
M2P2;Malebo;Oncoba_mannii;22;20
M2P2;Malebo;Oncoba_mannii;18,1;16
M2P2;Malebo;Oncoba_welwitschii;13,1;19
M2P2;Malebo;Ongokea_gore;62,4;30
M2P2;Malebo;Ongokea_gore;30;20
M2P2;Malebo;Ongokea_gore;39,8;26
M2P2;Malebo;Ongokea_gore;32;17
M2P2;Malebo;Ongokea_gore;20,8;20
M2P2;Malebo;Ongokea_gore;58,5;30
M2P2;Malebo;Ongokea_gore;27;20
M2P2;Malebo;Ongokea_gore;39,5;23
M2P2;Malebo;Ongokea_gore;23;20
M2P2;Malebo;Ongokea_gore;24,6;18
M2P2;Malebo;Ongokea_gore;45,9;40
M2P2;Malebo;Ongokea_gore;25,5;18
M2P2;Malebo;Paropsia_guineensis;28,2;19
M2P2;Malebo;Paropsia_guineensis;27;18
M2P2;Malebo;Paropsia_guineensis;27,8;16
M2P2;Malebo;Paropsia_guineensis;18,3;15
M2P2;Malebo;Paropsia_guineensis;23;24
M2P2;Malebo;Paropsia_guineensis;16,5;18
M2P2;Malebo;Pentaclethra_eetveldeana;61,2;34
M2P2;Malebo;Pentaclethra_eetveldeana;54;35
M2P2;Malebo;Pentaclethra_eetveldeana;52,5;28
M2P2;Malebo;Pentaclethra_eetveldeana;40;35
M2P2;Malebo;Pentaclethra_eetveldeana;18,5;14
M2P2;Malebo;Pentaclethra_eetveldeana;30,9;24
M2P2;Malebo;Pentaclethra_eetveldeana;40;25
M2P2;Malebo;Pentaclethra_eetveldeana;22,6;13
M2P2;Malebo;Pentaclethra_eetveldeana;47,1;20
M2P2;Malebo;Pentaclethra_eetveldeana;43,3;25
M2P2;Malebo;Pentaclethra_eetveldeana;29;19
M2P2;Malebo;Pentaclethra_eetveldeana;19,2;18
M2P2;Malebo;Pentaclethra_eetveldeana;45,5;30
M2P2;Malebo;Pentaclethra_eetveldeana;37;20
M2P2;Malebo;Pentaclethra_eetveldeana;46,2;25
M2P2;Malebo;Pentaclethra_eetveldeana;63,5;25
M2P2;Malebo;Pentaclethra_eetveldeana;52,5;36
M2P2;Malebo;Pentaclethra_eetveldeana;54,7;35
M2P2;Malebo;Pentaclethra_eetveldeana;47,8;32
M2P2;Malebo;Pentaclethra_eetveldeana;28,7;22
M2P2;Malebo;Pentaclethra_eetveldeana;30;20
M2P2;Malebo;Pentaclethra_eetveldeana;21;19
M2P2;Malebo;Pentaclethra_eetveldeana;55,6;33
M2P2;Malebo;Pentaclethra_eetveldeana;20;19
M2P2;Malebo;Pentaclethra_eetveldeana;32,7;28
M2P2;Malebo;Pentaclethra_eetveldeana;44;23
M2P2;Malebo;Pentaclethra_eetveldeana;57,4;34
M2P2;Malebo;Pentaclethra_eetveldeana;23,9;27
M2P2;Malebo;Pentaclethra_eetveldeana;47,7;26
M2P2;Malebo;Pentaclethra_eetveldeana;48,4;28
M2P2;Malebo;Pentaclethra_eetveldeana;27;19
M2P2;Malebo;Pentaclethra_eetveldeana;54,6;38
M2P2;Malebo;Pentaclethra_macrophylla;40;25
M2P2;Malebo;Pentaclethra_macrophylla;50;25
M2P2;Malebo;Petersianthus_macrocarpus;28;22
M2P2;Malebo;Picralima_nitida;15;14
M2P2;Malebo;Plagiostyles_africana;23;21
M2P2;Malebo;Plagiostyles_africana;21,3;20
M2P2;Malebo;Plagiostyles_africana;32,7;17
M2P2;Malebo;Polyalthia_suaveolens;30,9;34
M2P2;Malebo;Polyalthia_suaveolens;35,2;33
M2P2;Malebo;Polyalthia_suaveolens;19,7;18
M2P2;Malebo;Polyalthia_suaveolens;34,2;26
M2P2;Malebo;Polyalthia_suaveolens;35,5;27
M2P2;Malebo;Polyalthia_suaveolens;36,6;30
M2P2;Malebo;Polyalthia_suaveolens;32,3;30
M2P2;Malebo;Polyalthia_suaveolens;13,5;17
M2P2;Malebo;Polyalthia_suaveolens;13;15
M2P2;Malebo;Polyalthia_suaveolens;11,3;11
M2P2;Malebo;Polyalthia_suaveolens;29,7;25
M2P2;Malebo;Polyalthia_suaveolens;35,5;30
M2P2;Malebo;Polyalthia_suaveolens;24,5;20
M2P2;Malebo;Polyalthia_suaveolens;24,4;18
M2P2;Malebo;Polyalthia_suaveolens;11,5;9
M2P2;Malebo;Polyalthia_suaveolens;29,3;27
M2P2;Malebo;Polyalthia_suaveolens;13,3;15
M2P2;Malebo;Polyalthia_suaveolens;13,5;15
M2P2;Malebo;Polyalthia_suaveolens;30;22
M2P2;Malebo;Polyalthia_suaveolens;13;12
M2P2;Malebo;Polyalthia_suaveolens;27;22
M2P2;Malebo;Polyalthia_suaveolens;21;18
M2P2;Malebo;Polyalthia_suaveolens;26;23
M2P2;Malebo;Polyalthia_suaveolens;29;22
M2P2;Malebo;Polyalthia_suaveolens;29;20
M2P2;Malebo;Polyalthia_suaveolens;25;21
M2P2;Malebo;Polyalthia_suaveolens;11,8;8
M2P2;Malebo;Polyalthia_suaveolens;24,4;20
M2P2;Malebo;Polyalthia_suaveolens;18;19
M2P2;Malebo;Polyalthia_suaveolens;21,3;20
M2P2;Malebo;Polyalthia_suaveolens;23,2;20
M2P2;Malebo;Polyalthia_suaveolens;34,8;35
M2P2;Malebo;Polyalthia_suaveolens;23;21
M2P2;Malebo;Polyalthia_suaveolens;23;24
M2P2;Malebo;Polyalthia_suaveolens;15;20
M2P2;Malebo;Polyalthia_suaveolens;29;22
M2P2;Malebo;Polyalthia_suaveolens;29;22
M2P2;Malebo;Polyalthia_suaveolens;30,5;27
M2P2;Malebo;Polyalthia_suaveolens;22,5;19
M2P2;Malebo;Polyalthia_suaveolens;30;22
M2P2;Malebo;Polyalthia_suaveolens;23;12
M2P2;Malebo;Polyalthia_suaveolens;11;13
M2P2;Malebo;Polyalthia_suaveolens;33;22
M2P2;Malebo;Polyalthia_suaveolens;36,2;21
M2P2;Malebo;Polyalthia_suaveolens;21,5;23
M2P2;Malebo;Polyalthia_suaveolens;28,5;20
M2P2;Malebo;Polyalthia_suaveolens;15,6;15
M2P2;Malebo;Polyalthia_suaveolens;39;23
M2P2;Malebo;Polyalthia_suaveolens;23,1;17
M2P2;Malebo;Polyalthia_suaveolens;30,7;37
M2P2;Malebo;Polyalthia_suaveolens;30,1;33
M2P2;Malebo;Polyalthia_suaveolens;38;22
M2P2;Malebo;Polyalthia_suaveolens;32;20
M2P2;Malebo;Polyalthia_suaveolens;20,9;20
M2P2;Malebo;Pycnanthus_angolensis;12,9;5
M2P2;Malebo;Sclerocroton_cornutus;10;12
M2P2;Malebo;Scorodophloeus_zenkeri;42,5;30
M2P2;Malebo;Sorindeia_africana;14;15
M2P2;Malebo;Sorindeia_africana;14;15
M2P2;Malebo;Sorindeia_africana;12,9;12
M2P2;Malebo;Sorindeia_africana;11,3;10
M2P2;Malebo;Sorindeia_africana;36;27
M2P2;Malebo;Sorindeia_africana;14;17
M2P2;Malebo;Sorindeia_africana;13,8;14
M2P2;Malebo;Sorindeia_africana;10,5;10
M2P2;Malebo;Sorindeia_africana;13;12
M2P2;Malebo;Sorindeia_africana;22;15
M2P2;Malebo;Sorindeia_africana;14;15
M2P2;Malebo;Sorindeia_africana;19,2;15
M2P2;Malebo;Sorindeia_africana;12,5;14
M2P2;Malebo;Sorindeia_africana;13,6;11
M2P2;Malebo;Staudtia_kamerunensis;14;8
M2P2;Malebo;Staudtia_kamerunensis;26;20
M2P2;Malebo;Staudtia_kamerunensis;16,3;14
M2P2;Malebo;Staudtia_kamerunensis;12,5;13
M2P2;Malebo;Staudtia_kamerunensis;13,2;13
M2P2;Malebo;Staudtia_kamerunensis;11;12
M2P2;Malebo;Staudtia_kamerunensis;28,5;21
M2P2;Malebo;Staudtia_kamerunensis;12;13
M2P2;Malebo;Staudtia_kamerunensis;12;13
M2P2;Malebo;Staudtia_kamerunensis;14;15
M2P2;Malebo;Strombosia_pustulata;19,5;18
M2P2;Malebo;Strombosia_pustulata;21,5;19
M2P2;Malebo;Strombosia_pustulata;12,6;10
M2P2;Malebo;Strombosia_pustulata;10;9
M2P2;Malebo;Strombosia_pustulata;11,5;12
M2P2;Malebo;Strombosia_pustulata;33,6;20
M2P2;Malebo;Strombosia_pustulata;29,8;29
M2P2;Malebo;Strombosia_pustulata;13,7;12
M2P2;Malebo;Strombosia_pustulata;32;25
M2P2;Malebo;Strombosia_pustulata;26,7;20
M2P2;Malebo;Strombosia_pustulata;15;15
M2P2;Malebo;Strombosia_pustulata;25;19
M2P2;Malebo;Strombosia_pustulata;13;17
M2P2;Malebo;Strombosia_pustulata;20,7;20
M2P2;Malebo;Strombosia_pustulata;11,5;12
M2P2;Malebo;Strombosia_pustulata;16,6;19
M2P2;Malebo;Strombosia_pustulata;37;35
M2P2;Malebo;Strombosia_pustulata;17,3;26
M2P2;Malebo;Strombosia_pustulata;14,1;15
M2P2;Malebo;Strombosia_pustulata;12;14
M2P2;Malebo;Strombosia_pustulata;10,1;12
M2P2;Malebo;Strombosia_pustulata;10,5;10
M2P2;Malebo;Strombosia_pustulata;16;20
M2P2;Malebo;Strombosia_pustulata;17,5;15
M2P2;Malebo;Strombosia_pustulata;25;22
M2P2;Malebo;Strombosia_pustulata;17;18
M2P2;Malebo;Strombosia_pustulata;20;19
M2P2;Malebo;Strombosia_pustulata;22;19
M2P2;Malebo;Strombosia_pustulata;10;12
M2P2;Malebo;Strombosia_pustulata;11,9;12
M2P2;Malebo;Strombosia_pustulata;16,1;13
M2P2;Malebo;Strombosia_pustulata;32,4;30
M2P2;Malebo;Strombosia_pustulata;27;17
M2P2;Malebo;Strombosia_pustulata;14;17
M2P2;Malebo;Strombosia_pustulata;14;13
M2P2;Malebo;Strombosia_pustulata;19,3;14
M2P2;Malebo;Strombosia_pustulata;31,6;15
M2P2;Malebo;Strombosia_pustulata;16;13
M2P2;Malebo;Strombosia_pustulata;26,3;20
M2P2;Malebo;Strombosia_pustulata;15;13
M2P2;Malebo;Strombosia_pustulata;14;13
M2P2;Malebo;Strombosia_pustulata;29,3;16
M2P2;Malebo;Strombosia_pustulata;12,5;16
M2P2;Malebo;Strombosia_pustulata;23;20
M2P2;Malebo;Strombosia_pustulata;22;19
M2P2;Malebo;Strombosia_pustulata;11,3;11
M2P2;Malebo;Strombosia_pustulata;12;13
M2P2;Malebo;Strombosia_pustulata;15,5;14
M2P2;Malebo;Strombosia_pustulata;20;19
M2P2;Malebo;Strombosia_pustulata;15,1;12
M2P2;Malebo;Strombosia_pustulata;20;19
M2P2;Malebo;Strombosia_pustulata;14,6;18
M2P2;Malebo;Strombosia_pustulata;11,4;18
M2P2;Malebo;Strombosia_pustulata;19;20
M2P2;Malebo;Strombosia_pustulata;11,9;14
M2P2;Malebo;Strombosia_pustulata;23;19
M2P2;Malebo;Strombosia_pustulata;24,4;28
M2P2;Malebo;Strombosia_pustulata;14;15
M2P2;Malebo;Strombosia_pustulata;15,1;15
M2P2;Malebo;Strombosia_pustulata;15,1;13
M2P2;Malebo;Strombosia_pustulata;14,3;10
M2P2;Malebo;Strombosia_pustulata;12,5;14
M2P2;Malebo;Strombosia_pustulata;15,5;17
M2P2;Malebo;Strombosia_pustulata;17,5;16
M2P2;Malebo;Strombosiopsis_tetrandra;23;17
M2P2;Malebo;Strombosiopsis_tetrandra;12;14
M2P2;Malebo;Strombosiopsis_tetrandra;29,7;20
M2P2;Malebo;Strombosiopsis_tetrandra;14;17
M2P2;Malebo;Strombosiopsis_tetrandra;34;24
M2P2;Malebo;Strombosiopsis_tetrandra;41,5;23
M2P2;Malebo;Strombosiopsis_tetrandra;14;16
M2P2;Malebo;Strombosiopsis_tetrandra;67;27
M2P2;Malebo;Strombosiopsis_tetrandra;20;18
M2P2;Malebo;Strombosiopsis_tetrandra;26,9;20
M2P2;Malebo;Strombosiopsis_tetrandra;35,8;22
M2P2;Malebo;Strombosiopsis_tetrandra;39;24
M2P2;Malebo;Strombosiopsis_tetrandra;15,8;18
M2P2;Malebo;Strombosiopsis_tetrandra;19;20
M2P2;Malebo;Strombosiopsis_tetrandra;31,2;20
M2P2;Malebo;Strombosiopsis_tetrandra;15;17
M2P2;Malebo;Strombosiopsis_tetrandra;13,7;13
M2P2;Malebo;Strombosiopsis_tetrandra;29;20
M2P2;Malebo;Strombosiopsis_tetrandra;10;12
M2P2;Malebo;Strombosiopsis_tetrandra;10,6;13
M2P2;Malebo;Strombosiopsis_tetrandra;29;18
M2P2;Malebo;Strombosiopsis_tetrandra;23;17
M2P2;Malebo;Strombosiopsis_tetrandra;17,8;14
M2P2;Malebo;Strombosiopsis_tetrandra;40;25
M2P2;Malebo;Strombosiopsis_tetrandra;28;21
M2P2;Malebo;Strombosiopsis_tetrandra;10,6;14
M2P2;Malebo;Strombosiopsis_tetrandra;12,6;14
M2P2;Malebo;Strombosiopsis_tetrandra;18,5;13
M2P2;Malebo;Strombosiopsis_tetrandra;18,8;15
M2P2;Malebo;Strombosiopsis_tetrandra;59,5;25
M2P2;Malebo;Strombosiopsis_tetrandra;15,6;13
M2P2;Malebo;Strombosiopsis_tetrandra;10,1;12
M2P2;Malebo;Strombosiopsis_tetrandra;23,6;19
M2P2;Malebo;Strombosiopsis_tetrandra;12;11
M2P2;Malebo;Strombosiopsis_tetrandra;29,6;20
M2P2;Malebo;Strombosiopsis_tetrandra;14;16
M2P2;Malebo;Strombosiopsis_tetrandra;16;20
M2P2;Malebo;Strombosiopsis_tetrandra;24,5;22
M2P2;Malebo;Strombosiopsis_tetrandra;33;20
M2P2;Malebo;Strombosiopsis_tetrandra;32,2;20
M2P2;Malebo;Strombosiopsis_tetrandra;26,6;19
M2P2;Malebo;Strombosiopsis_tetrandra;12,4;10
M2P2;Malebo;Strombosiopsis_tetrandra;15,3;13
M2P2;Malebo;Strombosiopsis_tetrandra;20,5;14
M2P2;Malebo;Strombosiopsis_tetrandra;10,5;11
M2P2;Malebo;Strombosiopsis_tetrandra;12,6;13
M2P2;Malebo;Strombosiopsis_tetrandra;10,5;13
M2P2;Malebo;Strombosiopsis_tetrandra;20,9;15
M2P2;Malebo;Strombosiopsis_tetrandra;24;20
M2P2;Malebo;Strombosiopsis_tetrandra;29;22
M2P2;Malebo;Strombosiopsis_tetrandra;18,2;13
M2P2;Malebo;Strombosiopsis_tetrandra;11,5;6
M2P2;Malebo;Strombosiopsis_tetrandra;14;19
M2P2;Malebo;Strombosiopsis_tetrandra;15;19
M2P2;Malebo;Strombosiopsis_tetrandra;10;12
M2P2;Malebo;Strombosiopsis_tetrandra;12,7;12
M2P2;Malebo;Strombosiopsis_tetrandra;33;25
M2P2;Malebo;Strombosiopsis_tetrandra;24;17
M2P2;Malebo;Strombosiopsis_tetrandra;14,4;12
M2P2;Malebo;Strombosiopsis_tetrandra;28,8;25
M2P2;Malebo;Strombosiopsis_tetrandra;11;13
M2P2;Malebo;Strombosiopsis_tetrandra;33,2;24
M2P2;Malebo;Strombosiopsis_tetrandra;34,5;25
M2P2;Malebo;Strombosiopsis_tetrandra;15,4;14
M2P2;Malebo;Strombosiopsis_tetrandra;30,5;33
M2P2;Malebo;Strombosiopsis_tetrandra;13,3;13
M2P2;Malebo;Strombosiopsis_tetrandra;12;11
M2P2;Malebo;Strombosiopsis_tetrandra;13,5;15
M2P2;Malebo;Strombosiopsis_tetrandra;22,1;17
M2P2;Malebo;Symphonia_globulifera;20;18
M2P2;Malebo;Symphonia_globulifera;14;15
M2P2;Malebo;Symphonia_globulifera;26;20
M2P2;Malebo;Symphonia_globulifera;25;20
M2P2;Malebo;Trichilia_rubescens;16,5;17
M2P2;Malebo;Trichilia_rubescens;25,6;16
M2P2;Malebo;Trichilia_rubescens;49,4;38
M2P2;Malebo;Trichilia_rubescens;35,6;33
M2P2;Malebo;Trichilia_rubescens;50,1;40
M2P2;Malebo;Vitex_ferruginea;21;16
M2P2;Malebo;Xylopia_aethiopica;35,7;29
M2P2;Malebo;Xylopia_aethiopica;23,5;20
M2P2;Malebo;Xylopia_hypolampra;32;20
M2P2;Malebo;Xylopia_hypolampra;31,7;20
M2P3;Malebo;Alstonia_congensis;19,6;12
M2P3;Malebo;Annickia_chlorantha;18,7;14
M2P3;Malebo;Aphanocalyx_microphyllus;18,5;19
M2P3;Malebo;Chaetocarpus_africanus;11,8;11
M2P3;Malebo;Chaetocarpus_africanus;15;13
M2P3;Malebo;Chaetocarpus_africanus;27;19
M2P3;Malebo;Chaetocarpus_africanus;15,1;15
M2P3;Malebo;Chaetocarpus_africanus;24;19
M2P3;Malebo;Chaetocarpus_africanus;13,2;14
M2P3;Malebo;Chaetocarpus_africanus;17;15
M2P3;Malebo;Chaetocarpus_africanus;15,5;16
M2P3;Malebo;Chaetocarpus_africanus;16;13
M2P3;Malebo;Chaetocarpus_africanus;12;10
M2P3;Malebo;Cola_griseiflora;12,8;10
M2P3;Malebo;Cola_griseiflora;15;8
M2P3;Malebo;Cola_griseiflora;18,3;16
M2P3;Malebo;Cola_griseiflora;15;10
M2P3;Malebo;Cola_griseiflora;13;11
M2P3;Malebo;Cola_griseiflora;10;9
M2P3;Malebo;Dacryodes_edulis;10,6;7
M2P3;Malebo;Dacryodes_edulis;10;8
M2P3;Malebo;Dacryodes_edulis;15;14
M2P3;Malebo;Dacryodes_edulis;22,4;18
M2P3;Malebo;Dacryodes_edulis;41,1;20
M2P3;Malebo;Dacryodes_edulis;11;7
M2P3;Malebo;Dacryodes_edulis;68;27
M2P3;Malebo;Dacryodes_edulis;12;10
M2P3;Malebo;Dacryodes_edulis;16,3;12
M2P3;Malebo;Diospyros_ferrea;10,4;9
M2P3;Malebo;Diospyros_ferrea;12;11
M2P3;Malebo;Diospyros_ferrea;13;22
M2P3;Malebo;Diospyros_ferrea;14,3;11
M2P3;Malebo;Diospyros_ferrea;16,6;17
M2P3;Malebo;Diospyros_ferrea;10,8;11
M2P3;Malebo;Diospyros_ferrea;12,5;10
M2P3;Malebo;Diospyros_ferrea;12,2;8
M2P3;Malebo;Diospyros_ferrea;11;8
M2P3;Malebo;Diospyros_ferrea;15,2;10
M2P3;Malebo;Diospyros_ferrea;11;4
M2P3;Malebo;Diospyros_ferrea;12,1;9
M2P3;Malebo;Diospyros_ferrea;12,9;15
M2P3;Malebo;Diospyros_ferrea;15,5;14
