plot_ref;site;sp;dbh;h
M2P15;Malebo;Rytigynia;33;28
M2P15;Malebo;Rytigynia;20;10
M2P15;Malebo;Rytigynia;26,6;20
M2P15;Malebo;Rytigynia;33,5;26
M2P15;Malebo;Rytigynia;20;15
M2P15;Malebo;Rytigynia;38,3;28
M2P15;Malebo;Rytigynia;46,2;30
M2P15;Malebo;Rytigynia;30;28
M2P15;Malebo;Rytigynia;47,3;30
M2P15;Malebo;Santiria_trimera;42,3;26
M2P15;Malebo;Santiria_trimera;12;10
M2P15;Malebo;Santiria_trimera;11;6
M2P15;Malebo;Santiria_trimera;50,2;30
M2P15;Malebo;Sorindeia_africana;11,2;8
M2P15;Malebo;Sorindeia_africana;11,5;10
M2P15;Malebo;Sorindeia_africana;11;18
M2P15;Malebo;Sorindeia_africana;12;10
M2P15;Malebo;Sorindeia_africana;11;8
M2P15;Malebo;Sorindeia_africana;13,2;20
M2P15;Malebo;Sorindeia_africana;12;8
M2P15;Malebo;Sorindeia_africana;11;6
M2P15;Malebo;Sorindeia_africana;11,2;6
M2P15;Malebo;Sorindeia_africana;11;6
M2P15;Malebo;Sorindeia_africana;13,6;9
M2P15;Malebo;Sorindeia_africana;13;9
M2P15;Malebo;Sorindeia_africana;14,7;12
M2P15;Malebo;Sorindeia_africana;11;6
M2P15;Malebo;Sorindeia_africana;11,4;9
M2P15;Malebo;Sorindeia_africana;12,4;8
M2P15;Malebo;Sorindeia_africana;13;8
M2P15;Malebo;Sorindeia_africana;13,4;10
M2P15;Malebo;Sorindeia_africana;10;5
M2P15;Malebo;Sorindeia_africana;15;7
M2P15;Malebo;Sorindeia_africana;11;4
M2P15;Malebo;Sorindeia_africana;15,2;10
M2P15;Malebo;Sorindeia_africana;11,3;8
M2P15;Malebo;Sorindeia_africana;11;10
M2P15;Malebo;Sorindeia_africana;14,5;11
M2P15;Malebo;Sorindeia_africana;11;7
M2P15;Malebo;Sorindeia_africana;12,2;5
M2P15;Malebo;Sorindeia_africana;10;5
M2P15;Malebo;Sorindeia_africana;11;6
M2P15;Malebo;Sorindeia_africana;17;8
M2P15;Malebo;Sorindeia_africana;13,5;10
M2P15;Malebo;Sorindeia_africana;12;8
M2P15;Malebo;Sorindeia_africana;10,7;5
M2P15;Malebo;Sorindeia_africana;12;8
M2P15;Malebo;Sorindeia_africana;11,2;8
M2P15;Malebo;Sorindeia_africana;11;9
M2P15;Malebo;Sorindeia_africana;10;8
M2P15;Malebo;Sorindeia_africana;12,3;8
M2P15;Malebo;Sorindeia_africana;11,5;10
M2P15;Malebo;Sorindeia_africana;12;8
M2P15;Malebo;Sorindeia_africana;14;10
M2P15;Malebo;Sorindeia_africana;12;10
M2P15;Malebo;Sorindeia_africana;11,5;8
M2P15;Malebo;Sorindeia_africana;15;9
M2P15;Malebo;Sorindeia_africana;13,2;8
M2P15;Malebo;Sorindeia_africana;12;10
M2P15;Malebo;Sorindeia_africana;15;10
M2P15;Malebo;Sorindeia_africana;13,5;12
M2P15;Malebo;Sorindeia_africana;13;12
M2P15;Malebo;Sorindeia_africana;12;8
M2P15;Malebo;Staudtia_kamerunensis;17;14
M2P15;Malebo;Staudtia_kamerunensis;22,5;22
M2P15;Malebo;Staudtia_kamerunensis;23,3;25
M2P15;Malebo;Uapaca_guineensis;15;10
M2P15;Malebo;Uapaca_guineensis;13;6
M2P15;Malebo;Uapaca_guineensis;21;7
M2P15;Malebo;Uapaca_guineensis;10;7
M2P15;Malebo;Uapaca_guineensis;23,2;12
M2P15;Malebo;Uapaca_guineensis;33;22
M2P15;Malebo;Uapaca_guineensis;12;10
M2P15;Malebo;Uapaca_guineensis;10;7
M2P15;Malebo;Uapaca_guineensis;29;25
M2P15;Malebo;Uapaca_guineensis;11;7
M2P15;Malebo;Uapaca_guineensis;13,5;12
M2P15;Malebo;Uapaca_guineensis;26;20
M2P15;Malebo;Uapaca_guineensis;23,3;19
M2P15;Malebo;Uapaca_guineensis;30;20
M2P15;Malebo;Uapaca_guineensis;10,5;5
M2P15;Malebo;Uapaca_guineensis;12,8;10
M2P15;Malebo;Uapaca_guineensis;10;10
M2P15;Malebo;Vitex_ferruginea;20;15
M2P15;Malebo;Xylopia_aethiopica;13,5;15
M2P15;Malebo;Xylopia_aethiopica;30;35
M2P15;Malebo;Xylopia_aethiopica;20;18
M2P15;Malebo;Xylopia_aethiopica;32,2;25
M2P15;Malebo;Xylopia_aethiopica;30,5;30
M2P15;Malebo;Xylopia_aethiopica;14,5;15
M2P15;Malebo;Xylopia_aethiopica;20;15
M2P15;Malebo;Xylopia_aethiopica;12;15
M2P15;Malebo;Xylopia_aethiopica;11;10
M2P15;Malebo;Xylopia_aethiopica;11;15
M2P15;Malebo;Xylopia_aethiopica;22;25
M2P15;Malebo;Xylopia_aethiopica;19,5;15
M2P15;Malebo;Xylopia_aethiopica;16;15
M2P15;Malebo;Xylopia_aethiopica;16;12
M2P15;Malebo;Xylopia_aethiopica;16,5;15
M2P15;Malebo;Xylopia_aethiopica;18;16
M2P15;Malebo;Xylopia_aethiopica;23,1;20
M2P15;Malebo;Xylopia_aethiopica;12,3;13
M2P15;Malebo;Xylopia_aethiopica;16,7;15
M2P15;Malebo;Xylopia_aethiopica;13,2;12
M2P15;Malebo;Xylopia_aethiopica;12,3;10
M2P15;Malebo;Xylopia_aethiopica;30;32
M2P15;Malebo;Xylopia_aethiopica;25,6;15
M2P15;Malebo;Xylopia_aethiopica;17,6;14
M2P15;Malebo;Xylopia_aethiopica;22,5;15
M2P15;Malebo;Xylopia_aethiopica;15,5;12
M2P15;Malebo;Xylopia_aethiopica;12;12
M2P15;Malebo;Xylopia_aethiopica;13,3;15
M2P15;Malebo;Xylopia_aethiopica;17,2;17
M2P15;Malebo;Xylopia_aethiopica;16;15
M2P15;Malebo;Xylopia_aethiopica;13,5;14
M2P15;Malebo;Xylopia_aethiopica;13;12
M2P15;Malebo;Xylopia_aethiopica;18,5;20
M2P15;Malebo;Xylopia_aethiopica;12,6;12
M2P15;Malebo;Xylopia_aethiopica;15,2;16
M2P15;Malebo;Xylopia_aethiopica;22;24
M2P15;Malebo;Xylopia_aethiopica;18;20
M2P15;Malebo;Xylopia_aethiopica;17;19
M2P15;Malebo;Xylopia_aethiopica;20,5;20
M2P15;Malebo;Xylopia_aethiopica;15;17
M2P15;Malebo;Xylopia_aethiopica;27;25
M2P15;Malebo;Xylopia_aethiopica;20,8;24
M2P15;Malebo;Xylopia_aethiopica;27,2;26
M2P15;Malebo;Xylopia_aethiopica;18,2;21
M2P15;Malebo;Xylopia_aethiopica;13,5;17
M2P15;Malebo;Xylopia_aethiopica;16,3;15
M2P15;Malebo;Xylopia_aethiopica;19;15
M2P15;Malebo;Xylopia_aethiopica;18;13
M2P15;Malebo;Xylopia_aethiopica;16;7
M2P15;Malebo;Xylopia_aethiopica;13;11
M2P15;Malebo;Xylopia_aethiopica;13;15
M2P15;Malebo;Xylopia_aethiopica;10;5
M2P15;Malebo;Xylopia_aethiopica;16;27
M2P15;Malebo;Xylopia_aethiopica;11;8
M2P15;Malebo;Xylopia_aethiopica;13;10
M2P15;Malebo;Xylopia_aethiopica;17,3;20
M2P15;Malebo;Xylopia_aethiopica;16,3;20
M2P15;Malebo;Xylopia_aethiopica;17;20
M2P15;Malebo;Xylopia_aethiopica;19;22
M2P15;Malebo;Xylopia_aethiopica;22;25
M2P15;Malebo;Xylopia_aethiopica;25;20
M2P15;Malebo;Xylopia_aethiopica;22;25
M2P15;Malebo;Xylopia_aethiopica;17;20
M2P15;Malebo;Xylopia_aethiopica;20;25
M2P15;Malebo;Xylopia_aethiopica;16;18
M2P15;Malebo;Xylopia_aethiopica;21;30
M2P15;Malebo;Xylopia_aethiopica;12,3;10
M2P15;Malebo;Xylopia_aethiopica;10;6
M2P15;Malebo;Xylopia_aethiopica;13;8
M2P15;Malebo;Xylopia_aethiopica;12;8
M2P15;Malebo;Xylopia_aethiopica;16;20
M2P15;Malebo;Xylopia_aethiopica;19;18
M2P15;Malebo;Xylopia_aethiopica;16,3;15
M2P15;Malebo;Xylopia_aethiopica;19,5;20
M2P15;Malebo;Xylopia_aethiopica;17,8;15
M2P15;Malebo;Xylopia_aethiopica;14,5;15
M2P15;Malebo;Xylopia_aethiopica;14;12
M2P15;Malebo;Xylopia_aethiopica;16,3;17
M2P15;Malebo;Xylopia_aethiopica;13,5;15
M2P15;Malebo;Xylopia_aethiopica;15;22
M2P15;Malebo;Xylopia_aethiopica;15;12
M2P15;Malebo;Xylopia_aethiopica;17,3;15
M2P15;Malebo;Xylopia_aethiopica;10;15
M2P15;Malebo;Xylopia_aethiopica;14;20
M2P15;Malebo;Xylopia_aethiopica;12;10
M2P15;Malebo;Xylopia_aethiopica;20;30
M2P15;Malebo;Xylopia_aethiopica;11;9
M2P15;Malebo;Xylopia_aethiopica;13,5;20
M2P15;Malebo;Xylopia_aethiopica;10;8
M2P15;Malebo;Xylopia_aethiopica;29;32
M2P15;Malebo;Xylopia_aethiopica;14,5;18
M2P15;Malebo;Xylopia_aethiopica;31,3;25
M2P15;Malebo;Xylopia_aethiopica;15;19
M2P15;Malebo;Xylopia_aethiopica;18,2;20
M2P15;Malebo;Xylopia_aethiopica;17,3;19
M2P15;Malebo;Xylopia_aethiopica;16;18
M2P15;Malebo;Xylopia_aethiopica;17;15
M2P15;Malebo;Xylopia_aethiopica;20,5;20
M2P15;Malebo;Xylopia_aethiopica;16,3;15
M2P15;Malebo;Xylopia_aethiopica;21,2;20
M2P15;Malebo;Xylopia_aethiopica;20,3;19
M2P15;Malebo;Xylopia_aethiopica;11;12
M2P15;Malebo;Xylopia_aethiopica;16,8;15
M2P15;Malebo;Xylopia_aethiopica;18;15
M2P15;Malebo;Xylopia_aethiopica;12;10
M2P15;Malebo;Xylopia_aethiopica;25,2;30
M2P15;Malebo;Xylopia_aethiopica;11,2;10
M2P15;Malebo;Xylopia_aethiopica;25,5;30
M2P15;Malebo;Xylopia_aethiopica;16;18
M2P15;Malebo;Xylopia_aethiopica;10;10
M2P15;Malebo;Xylopia_aethiopica;38;38
M2P15;Malebo;Xylopia_aethiopica;28;30
M2P15;Malebo;Xylopia_aethiopica;19,2;22
M2P15;Malebo;Xylopia_aethiopica;15,3;15
M2P15;Malebo;Xylopia_aethiopica;12,2;10
M2P15;Malebo;Xylopia_aethiopica;11,8;15
M2P15;Malebo;Xylopia_aethiopica;31,3;25
M2P15;Malebo;Xylopia_aethiopica;24;20
M2P15;Malebo;Xylopia_aethiopica;10;15
M2P15;Malebo;Xylopia_aethiopica;15;16
M2P15;Malebo;Xylopia_aethiopica;16,5;20
M2P15;Malebo;Xylopia_aethiopica;30,3;25
M2P15;Malebo;Xylopia_aethiopica;11,5;15
M2P15;Malebo;Xylopia_aethiopica;11;15
M2P15;Malebo;Xylopia_aethiopica;12;15
M2P15;Malebo;Xylopia_aethiopica;20,5;15
M2P15;Malebo;Xylopia_aethiopica;13,4;12
M2P15;Malebo;Xylopia_aethiopica;12,2;13
M2P15;Malebo;Xylopia_aethiopica;12;13
M2P15;Malebo;Xylopia_aethiopica;12;10
M2P15;Malebo;Xylopia_aethiopica;16;12
M2P15;Malebo;Xylopia_aethiopica;20;15
M2P15;Malebo;Xylopia_aethiopica;20;15
M2P15;Malebo;Xylopia_aethiopica;20;10
M2P15;Malebo;Xylopia_aethiopica;12,2;15
M2P15;Malebo;Xylopia_aethiopica;15;18
M2P15;Malebo;Xylopia_aethiopica;12,8;15
M2P15;Malebo;Xylopia_aethiopica;11,7;12
M2P15;Malebo;Xylopia_aethiopica;21,6;19
M2P15;Malebo;Xylopia_aethiopica;20,5;20
M2P15;Malebo;Xylopia_aethiopica;20;15
M2P15;Malebo;Xylopia_aethiopica;11;15
M2P15;Malebo;Xylopia_aethiopica;20;25
M2P15;Malebo;Xylopia_aethiopica;12,5;10
M2P15;Malebo;Xylopia_aethiopica;33;27
M2P15;Malebo;Xylopia_aethiopica;13,5;15
M2P15;Malebo;Xylopia_aethiopica;22,5;25
M2P15;Malebo;Xylopia_aethiopica;25;25
M2P15;Malebo;Xylopia_aethiopica;21,5;20
M2P15;Malebo;Xylopia_aethiopica;12;15
M2P15;Malebo;Xylopia_aethiopica;20;22
M2P15;Malebo;Xylopia_aethiopica;12;15
M2P15;Malebo;Xylopia_aethiopica;22,5;18
M2P15;Malebo;Xylopia_aethiopica;15,5;15
M2P15;Malebo;Xylopia_aethiopica;14,3;13
M2P15;Malebo;Xylopia_aethiopica;13;10
M2P15;Malebo;Xylopia_aethiopica;13,5;12
M2P15;Malebo;Xylopia_aethiopica;16,2;15
M2P15;Malebo;Xylopia_aethiopica;11;10
M2P15;Malebo;Xylopia_aethiopica;26,2;28
M2P15;Malebo;Xylopia_aethiopica;13,3;15
M2P15;Malebo;Xylopia_aethiopica;14,3;15
M2P15;Malebo;Xylopia_aethiopica;28;25
M2P15;Malebo;Xylopia_aethiopica;22,2;20
M2P15;Malebo;Xylopia_aethiopica;27,5;18
M2P15;Malebo;Xylopia_aethiopica;13,2;15
M2P15;Malebo;Xylopia_aethiopica;22;20
M2P15;Malebo;Xylopia_aethiopica;13;15
M2P15;Malebo;Xylopia_aethiopica;13,3;15
M2P15;Malebo;Xylopia_aethiopica;15,5;20
M2P15;Malebo;Xylopia_aethiopica;16;16
M2P15;Malebo;Xylopia_aethiopica;16;18
M2P15;Malebo;Xylopia_aethiopica;20;20
M2P15;Malebo;Xylopia_aethiopica;12,5;15
M2P15;Malebo;Xylopia_aethiopica;15,2;18
M2P15;Malebo;Xylopia_aethiopica;22,7;20
M2P15;Malebo;Xylopia_aethiopica;18,5;15
M2P15;Malebo;Xylopia_aethiopica;12;10
M2P15;Malebo;Xylopia_aethiopica;18,7;20
M2P15;Malebo;Xylopia_aethiopica;17,2;20
M2P15;Malebo;Xylopia_aethiopica;13,5;15
M2P15;Malebo;Xylopia_aethiopica;15;10
M2P15;Malebo;Xylopia_aethiopica;14;15
M2P15;Malebo;Xylopia_aethiopica;16,3;15
M2P15;Malebo;Xylopia_aethiopica;22,5;20
M2P15;Malebo;Xylopia_aethiopica;16;15
M2P15;Malebo;Xylopia_hypolampra;13,5;15
M2P15;Malebo;Xylopia_hypolampra;14;15
M2P15;Malebo;Zanthoxylum_gilletii;13;10
M2P16;Malebo;Chaetocarpus_africanus;15,3;10
M2P16;Malebo;Chaetocarpus_africanus;13;8
M2P16;Malebo;Chrysophyllum_lacourtianum;20,2;15
M2P16;Malebo;Chrysophyllum_lacourtianum;39;20
M2P16;Malebo;Cola_griseiflora;15;8
M2P16;Malebo;Dacryodes_edulis;11;8
M2P16;Malebo;Dacryodes_edulis;18;10
M2P16;Malebo;Dialium_pachyphyllum;41;20
M2P16;Malebo;Dialium_pachyphyllum;52;20
M2P16;Malebo;Dialium;31;25
M2P16;Malebo;Diospyros_ferrea;15;10
M2P16;Malebo;Diospyros_ferrea;12,3;10
M2P16;Malebo;Drypetes;35;25
M2P16;Malebo;Duvigneaudia_inopinata;21,2;12
M2P16;Malebo;Duvigneaudia_inopinata;31,5;15
M2P16;Malebo;Duvigneaudia_inopinata;16;10
M2P16;Malebo;Duvigneaudia_inopinata;23;12
M2P16;Malebo;Entandrophragma_angolense;31;20
M2P16;Malebo;Entandrophragma_utile;50;30
M2P16;Malebo;Erythrophleum_suaveolens;69;30
M2P16;Malebo;Erythrophleum_suaveolens;10;8
M2P16;Malebo;Garcinia_kola;12;8
M2P16;Malebo;Garcinia_kola;15,3;8
M2P16;Malebo;Garcinia_kola;13,5;10
M2P16;Malebo;Garcinia_kola;16,3;10
M2P16;Malebo;Garcinia;10;8
M2P16;Malebo;Hallea_stipulosa;44;32
M2P16;Malebo;Hallea_stipulosa;22;20
M2P16;Malebo;Hallea_stipulosa;82,2;35
M2P16;Malebo;;21;10
M2P16;Malebo;;12;8
M2P16;Malebo;;45;30
M2P16;Malebo;;12;10
M2P16;Malebo;;13;10
M2P16;Malebo;;67;15
M2P16;Malebo;;24;10
M2P16;Malebo;;44,5;35
M2P16;Malebo;;23;10
M2P16;Malebo;;33;25
M2P16;Malebo;Irvingia_grandifolia;35;25
M2P16;Malebo;Klainedoxa_gabonensis;75;35
M2P16;Malebo;Musanga_cecropioides;48;25
M2P16;Malebo;Musanga_cecropioides;86;38
M2P16;Malebo;Musanga_cecropioides;50;20
M2P16;Malebo;Oncoba_mannii;16;8
M2P16;Malebo;Oncoba_mannii;15;8
M2P16;Malebo;Oncoba_mannii;17,3;10
M2P16;Malebo;Oncoba_mannii;16;10
M2P16;Malebo;Oncoba_mannii;17,3;10
M2P16;Malebo;Oncoba_mannii;12;8
M2P16;Malebo;Oncoba_mannii;13;8
M2P16;Malebo;Oncoba_mannii;19,5;10
M2P16;Malebo;Oncoba_mannii;15;8
M2P16;Malebo;Oncoba_mannii;14;10
M2P16;Malebo;Oncoba_mannii;12;8
M2P16;Malebo;Oncoba_mannii;21;10
M2P16;Malebo;Oncoba_mannii;11;6
M2P16;Malebo;Oncoba_mannii;19;10
M2P16;Malebo;Oncoba_mannii;15,8;10
M2P16;Malebo;Oncoba_mannii;16,7;10
M2P16;Malebo;Oncoba_mannii;12;8
M2P16;Malebo;Oncoba_mannii;28,2;15
M2P16;Malebo;Oncoba_mannii;12;10
M2P16;Malebo;Oncoba_mannii;22;10
M2P16;Malebo;Oncoba_mannii;10,3;8
M2P16;Malebo;Oncoba_mannii;18;10
M2P16;Malebo;Oncoba_mannii;19;10
M2P16;Malebo;Oncoba_mannii;15;12
M2P16;Malebo;Oncoba_mannii;15;6
M2P16;Malebo;Oncoba_mannii;18;10
M2P16;Malebo;Oncoba_mannii;12;8
M2P16;Malebo;Oncoba_mannii;13;9
M2P16;Malebo;Oncoba_mannii;15,3;10
M2P16;Malebo;Oncoba_mannii;21;12
M2P16;Malebo;Oncoba_mannii;14;10
M2P16;Malebo;Oncoba_mannii;16,3;11
M2P16;Malebo;Oncoba_mannii;14;10
M2P16;Malebo;Oncoba_mannii;16,2;12
M2P16;Malebo;Oncoba_mannii;12;8
M2P16;Malebo;Oncoba_mannii;21;10
M2P16;Malebo;Oncoba_mannii;28;15
M2P16;Malebo;Oncoba_mannii;21;10
M2P16;Malebo;Oncoba_mannii;16;12
M2P16;Malebo;Oncoba_welwitschii;22;10
M2P16;Malebo;Oncoba_welwitschii;28;10
M2P16;Malebo;Ongokea_gore;54;20
M2P16;Malebo;Ongokea_gore;53;25
M2P16;Malebo;Paropsia_guineensis;12;8
M2P16;Malebo;Paropsia_guineensis;17,8;8
M2P16;Malebo;Paropsia_guineensis;15;10
M2P16;Malebo;Paropsia_guineensis;30;15
M2P16;Malebo;Paropsia_guineensis;31;10
M2P16;Malebo;Paropsia_guineensis;42,2;20
M2P16;Malebo;Paropsia_guineensis;17;10
M2P16;Malebo;Paropsia_guineensis;39;20
M2P16;Malebo;Paropsia_guineensis;33;20
M2P16;Malebo;Pentaclethra_eetveldeana;23,2;20
M2P16;Malebo;Pentaclethra_eetveldeana;31;20
M2P16;Malebo;Pentaclethra_eetveldeana;28,8;15
M2P16;Malebo;Pentaclethra_eetveldeana;25;15
M2P16;Malebo;Pentaclethra_eetveldeana;53,3;30
M2P16;Malebo;Pentaclethra_eetveldeana;28;18
M2P16;Malebo;Pentaclethra_eetveldeana;48,3;28
M2P16;Malebo;Pentaclethra_eetveldeana;36;20
M2P16;Malebo;Pentaclethra_eetveldeana;33,3;22
M2P16;Malebo;Pentaclethra_eetveldeana;18;10
M2P16;Malebo;Pentaclethra_eetveldeana;28,2;15
M2P16;Malebo;Pentaclethra_eetveldeana;39,3;20
M2P16;Malebo;Pentaclethra_eetveldeana;45,8;22
M2P16;Malebo;Pentaclethra_eetveldeana;59;30
M2P16;Malebo;Pentaclethra_eetveldeana;44;23
M2P16;Malebo;Pentaclethra_eetveldeana;25,2;18
M2P16;Malebo;Pentaclethra_eetveldeana;41,3;20
M2P16;Malebo;Pentaclethra_eetveldeana;42;20
M2P16;Malebo;Pentaclethra_eetveldeana;55;25
M2P16;Malebo;Pentaclethra_eetveldeana;66;30
M2P16;Malebo;Pentaclethra_eetveldeana;58;30
M2P16;Malebo;Pentaclethra_eetveldeana;23,5;12
M2P16;Malebo;Pentaclethra_eetveldeana;54;30
M2P16;Malebo;Pentaclethra_eetveldeana;56;25
M2P16;Malebo;Pentaclethra_eetveldeana;16,5;12
M2P16;Malebo;Picralima_nitida;15;10
M2P16;Malebo;Piptostigma_fasciculatum;42;35
M2P16;Malebo;Piptostigma_fasciculatum;25;18
M2P16;Malebo;Piptostigma_fasciculatum;30;25
M2P16;Malebo;Plagiostyles_africana;18;10
M2P16;Malebo;Plagiostyles_africana;15,4;15
M2P16;Malebo;Plagiostyles_africana;20;12
M2P16;Malebo;Plagiostyles_africana;18;10
M2P16;Malebo;Plagiostyles_africana;18;10
M2P16;Malebo;Plagiostyles_africana;20,2;10
M2P16;Malebo;Plagiostyles_africana;22;13
M2P16;Malebo;Plagiostyles_africana;11;10
M2P16;Malebo;Plagiostyles_africana;13;10
M2P16;Malebo;Plagiostyles_africana;32;20
M2P16;Malebo;Plagiostyles_africana;15;10
M2P16;Malebo;Plagiostyles_africana;22,2;15
M2P16;Malebo;Plagiostyles_africana;15;10
M2P16;Malebo;Plagiostyles_africana;23,2;25
M2P16;Malebo;Plagiostyles_africana;13;10
M2P16;Malebo;Plagiostyles_africana;34;20
M2P16;Malebo;Plagiostyles_africana;13,2;10
M2P16;Malebo;Plagiostyles_africana;23;10
M2P16;Malebo;Plagiostyles_africana;21;10
M2P16;Malebo;Plagiostyles_africana;16,2;10
M2P16;Malebo;Plagiostyles_africana;21;8
M2P16;Malebo;Plagiostyles_africana;15;10
M2P16;Malebo;Plagiostyles_africana;33,3;15
M2P16;Malebo;Plagiostyles_africana;12;10
M2P16;Malebo;Plagiostyles_africana;16,2;12
M2P16;Malebo;Plagiostyles_africana;16,3;12
M2P16;Malebo;Plagiostyles_africana;38,3;20
M2P16;Malebo;Plagiostyles_africana;30;18
M2P16;Malebo;Plagiostyles_africana;16,2;8
M2P16;Malebo;Plagiostyles_africana;17,7;10
M2P16;Malebo;Plagiostyles_africana;18;10
M2P16;Malebo;Plagiostyles_africana;16,5;12
M2P16;Malebo;Plagiostyles_africana;15;10
M2P16;Malebo;Plagiostyles_africana;21,5;12
M2P16;Malebo;Plagiostyles_africana;42;20
M2P16;Malebo;Plagiostyles_africana;25;13
M2P16;Malebo;Plagiostyles_africana;16;8
M2P16;Malebo;Plagiostyles_africana;15,5;12
M2P16;Malebo;Plagiostyles_africana;23,5;20
M2P16;Malebo;Polyalthia_suaveolens;35;30
M2P16;Malebo;Polyalthia_suaveolens;25;30
M2P16;Malebo;Polyalthia_suaveolens;27;20
M2P16;Malebo;Polyalthia_suaveolens;36;25
M2P16;Malebo;Polyalthia_suaveolens;39,5;28
M2P16;Malebo;Polyalthia_suaveolens;38,3;25
M2P16;Malebo;Polyalthia_suaveolens;33;28
M2P16;Malebo;Rhabdophyllum_arnoldianum;18;11
M2P16;Malebo;Rytigynia;59,3;30
M2P16;Malebo;Santiria_trimera;20;10
M2P16;Malebo;Santiria_trimera;15;10
M2P16;Malebo;Santiria_trimera;28;16
M2P16;Malebo;Santiria_trimera;10,2;8
M2P16;Malebo;Santiria_trimera;22;20
M2P16;Malebo;Santiria_trimera;12;10
M2P16;Malebo;Santiria_trimera;18,5;8
M2P16;Malebo;Santiria_trimera;18;8
M2P16;Malebo;Santiria_trimera;13;12
M2P16;Malebo;Santiria_trimera;16;12
M2P16;Malebo;Santiria_trimera;18,4;12
M2P16;Malebo;Santiria_trimera;20,2;10
M2P16;Malebo;Santiria_trimera;16;8
M2P16;Malebo;Santiria_trimera;22,3;12
M2P16;Malebo;Santiria_trimera;19,1;12
M2P16;Malebo;Santiria_trimera;24,3;10
M2P16;Malebo;Santiria_trimera;16,2;10
M2P16;Malebo;Santiria_trimera;13,3;10
M2P16;Malebo;Santiria_trimera;14,2;8
M2P16;Malebo;Santiria_trimera;16;8
M2P16;Malebo;Santiria_trimera;22;10
M2P16;Malebo;Santiria_trimera;23,2;10
M2P16;Malebo;Santiria_trimera;20;12
M2P16;Malebo;Santiria_trimera;18;10
M2P16;Malebo;Santiria_trimera;10;8
M2P16;Malebo;Santiria_trimera;31;10
M2P16;Malebo;Santiria_trimera;19,5;10
M2P16;Malebo;Santiria_trimera;33;12
M2P16;Malebo;Santiria_trimera;19;10
M2P16;Malebo;Santiria_trimera;23;12
M2P16;Malebo;Santiria_trimera;15,5;10
M2P16;Malebo;Santiria_trimera;18;10
M2P16;Malebo;Sorindeia_africana;23;15
M2P16;Malebo;Sorindeia_africana;15;10
M2P16;Malebo;Sorindeia_africana;20;15
M2P16;Malebo;Sorindeia_africana;18;12
M2P16;Malebo;Sorindeia_africana;11;8
M2P16;Malebo;Sorindeia_africana;23;20
M2P16;Malebo;Sorindeia_africana;15;10
M2P16;Malebo;Sorindeia_africana;20;10
M2P16;Malebo;Sorindeia_africana;18;9
M2P16;Malebo;Sorindeia_africana;18;10
M2P16;Malebo;Sorindeia_africana;18,2;12
M2P16;Malebo;Sorindeia_africana;23;12
M2P16;Malebo;Sorindeia_africana;10;8
M2P16;Malebo;Sorindeia_africana;15;10
M2P16;Malebo;Sorindeia_africana;18;10
M2P16;Malebo;Sorindeia_africana;23;12
M2P16;Malebo;Sorindeia_africana;16;8
M2P16;Malebo;Sorindeia_africana;10;8
M2P16;Malebo;Sorindeia_africana;11;8
M2P16;Malebo;Sorindeia_africana;33;12
M2P16;Malebo;Sorindeia_africana;13;8
M2P16;Malebo;Sorindeia_africana;13;10
M2P16;Malebo;Sorindeia_africana;10;8
M2P16;Malebo;Sorindeia_africana;11;5
M2P16;Malebo;Staudtia_kamerunensis;11;6
M2P16;Malebo;Strombosia_pustulata;15,2;18
M2P16;Malebo;Strombosia_pustulata;33,5;25
M2P16;Malebo;Strombosia_pustulata;58;30
M2P16;Malebo;Strombosia_pustulata;39;26
M2P16;Malebo;Strombosia_pustulata;50,8;30
M2P16;Malebo;Strombosia_pustulata;41;25
M2P16;Malebo;Strombosiopsis_tetrandra;17,5;15
M2P16;Malebo;Tetrapleura_tetraptera;29;15
M2P16;Malebo;Trichilia_rubescens;26;12
M2P16;Malebo;Vitex_ferruginea;24;12
M2P16;Malebo;Xylopia_aethiopica;13,2;10
M2P16;Malebo;Xylopia_aethiopica;38;30
M2P16;Malebo;Xylopia_aethiopica;49,2;30
M2P16;Malebo;Xylopia_aethiopica;16,3;15
M2P16;Malebo;Xylopia_aethiopica;23;30
M2P16;Malebo;Xylopia_aethiopica;40;30
M2P16;Malebo;Xylopia_aethiopica;16,1;15
M2P16;Malebo;Xylopia_aethiopica;28;25
M2P16;Malebo;Xylopia_aethiopica;26;20
M2P16;Malebo;Xylopia_aethiopica;43;18
M2P16;Malebo;Xylopia_aethiopica;40,2;30
M2P16;Malebo;Xylopia_aethiopica;31;20
M2P16;Malebo;Xylopia_aethiopica;21;20
M2P16;Malebo;Xylopia_aethiopica;15;12
M2P16;Malebo;Xylopia_aethiopica;12;10
M2P16;Malebo;Xylopia_aethiopica;27;20
M2P16;Malebo;Xylopia_aethiopica;28,3;20
M2P16;Malebo;Xylopia_aethiopica;13,3;10
M2P16;Malebo;Xylopia_aethiopica;38,5;30
M2P16;Malebo;Xylopia_aethiopica;30;20
M2P16;Malebo;Xylopia_aethiopica;63;30
M2P16;Malebo;Xylopia_aethiopica;20;15
M2P16;Malebo;Xylopia_aethiopica;20;15
M2P16;Malebo;Xylopia_aethiopica;40;35
M2P16;Malebo;Xylopia_aethiopica;30;25
M2P2;Malebo;Annickia_chlorantha;21,1;15
M2P2;Malebo;Anonidium_mannii;19;13
