Temperament;plot_ref;Proportion;Type_Proportion;Type_subdivision
héliophile;WWF-DIAF_08_02_Principal;9,278350515463920;ind.rel;3
héliophile non pionnière;WWF-DIAF_08_02_Principal;17,731958762886599;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_08_02_Principal;72,989690721649495;ind.rel;3
héliophile;WWF-DIAF_11_05_Principal;3,448275862068970;ind.rel;3
héliophile non pionnière;WWF-DIAF_11_05_Principal;10,141987829614600;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_11_05_Principal;86,409736308316397;ind.rel;3
héliophile;WWF-DIAF_13_07_Principal;0,540540540540541;ind.rel;3
héliophile non pionnière;WWF-DIAF_13_07_Principal;21,621621621621600;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_13_07_Principal;77,837837837837796;ind.rel;3
héliophile;WWF-DIAF_14_08_Principal;1,880877742946710;ind.rel;3
héliophile non pionnière;WWF-DIAF_14_08_Principal;16,300940438871500;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_14_08_Principal;81,818181818181799;ind.rel;3
héliophile;WWF-DIAF_15_09_Principal;15,820895522388099;ind.rel;3
héliophile non pionnière;WWF-DIAF_15_09_Principal;18,208955223880601;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_15_09_Principal;65,970149253731407;ind.rel;3
héliophile;WWF-DIAF_16_10_Principal;22,093023255814000;ind.rel;3
héliophile non pionnière;WWF-DIAF_16_10_Principal;32,558139534883701;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_16_10_Principal;45,348837209302303;ind.rel;3
héliophile;WWF-DIAF_17_11_Principal;3,910614525139670;ind.rel;3
héliophile non pionnière;WWF-DIAF_17_11_Principal;9,497206703910610;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_17_11_Principal;86,592178770949701;ind.rel;3
héliophile;WWF-DIAF_supp1_Principal;10,270270270270300;ind.rel;3
héliophile non pionnière;WWF-DIAF_supp1_Principal;5,405405405405410;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_supp1_Principal;84,324324324324294;ind.rel;3
héliophile;WWF-DIAF_supp2_Principal;16,617210682492601;ind.rel;3
héliophile non pionnière;WWF-DIAF_supp2_Principal;54,302670623145403;ind.rel;3
tolérante à l'ombrage;WWF-DIAF_supp2_Principal;29,080118694362000;ind.rel;3
