Site;Area_code;Plot_code;Scale;sw_x;sw_y;nw_x;nw_y;se_x;se_y;ne_x;ne_y;agb_fph;cred_fph_2.5;cred_fph_97.5;agb_chv;cred_chv_2.5;cred_chv_97.5;agb_loc;cred_loc_2.5;cred_loc_97.5;TCH;H50;GF20;STDV;BA;WD;Ndens
PARACOU;PAR06q2;PAR06;0.25ha;286442.0293;582982.357;286429.9332;583030.8718;286490.5441;582994.4531;286478.448;583042.9679;431.5;385.3;486;389.3;338.4;443.7;374;333.9;418.2;26.09214701;26.8599987;0.122996795;5.677681032;30.53135772;0.730802888;620
PARACOU;PAR06q3;PAR06;0.25ha;286429.9332;583030.8718;286417.8371;583079.3866;286478.448;583042.9679;286466.3519;583091.4827;436.1;393.1;485.2;391.4;346.2;442.7;365.2;329;405.3;25.04961649;25.75;0.132612179;4.113787864;31.35455238;0.744945162;676
PARACOU;PAR06q4;PAR06;0.25ha;286417.8371;583079.3866;286405.7411;583127.9014;286466.3519;583091.4827;286454.2558;583139.9975;487.1;430.6;552.3;447.6;386.5;527.2;427;378.7;484.3;27.00643189;26.9499979;0.049278846;4.23137439;33.03704489;0.738331077;600
PARACOU;PAR06q5;PAR06;0.25ha;286405.7411;583127.9014;286393.645;583176.4162;286454.2558;583139.9975;286442.1597;583188.5123;573;499.6;654.7;529.6;452;622.8;491.8;432.5;561.8;28.43213717;28.13999939;0.026041667;4.110658408;38.13742057;0.727775453;628
PARACOU;PAR06q6;PAR06;0.25ha;286502.6402;582945.9383;286490.5441;582994.4531;286551.155;582958.0344;286539.0589;583006.5492;335;293.7;384;301.5;261.6;353.7;291.3;257.1;331.3;25.55741332;26.83333206;0.162604874;6.166245792;24.54642265;0.723060023;516
PARACOU;PAR06q7;PAR06;0.25ha;286490.5441;582994.4531;286478.448;583042.9679;286539.0589;583006.5492;286526.9628;583055.064;307.6;273;347;275.8;242.2;316.7;268.4;237.6;301.5;25.82198561;26.7699995;0.161458333;6.365011881;23.75349409;0.718563053;620
PARACOU;PAR06q8;PAR06;0.25ha;286478.448;583042.9679;286466.3519;583091.4827;286526.9628;583055.064;286514.8667;583103.5788;446.7;380;523.8;415.5;350;498.4;350.4;307.5;402.6;28.92898776;29.29428673;0.070084101;5.832688269;31.13372983;0.718549583;604
PARACOU;PAR06q9;PAR06;0.25ha;286466.3519;583091.4827;286454.2558;583139.9975;286514.8667;583103.5788;286502.7706;583152.0936;519.1;461.3;586.1;469.8;411.9;534.2;425;380.7;472.4;26.58321086;27.14999866;0.077323718;4.103444363;35.98921522;0.732366709;668
PARACOU;PAR06q10;PAR06;0.25ha;286454.2558;583139.9975;286442.1597;583188.5123;286502.7706;583152.0936;286490.6745;583200.6084;534;469;615.9;492.8;422.6;575.5;453.5;396.9;519.8;27.77874696;28.5;0.075290348;5.6624802;35.0195438;0.750641008;584
PARACOU;PAR06q11;PAR06;0.25ha;286551.155;582958.0344;286539.0589;583006.5492;286599.6698;582970.1305;286587.5737;583018.6453;470.7;406.9;535.6;438.8;372.1;520.7;410.4;355.9;471.4;29.53321411;30.0941658;0.053514377;5.260151315;32.60809183;0.705728443;532
PARACOU;PAR06q12;PAR06;0.25ha;286539.0589;583006.5492;286526.9628;583055.064;286587.5737;583018.6453;286575.4776;583067.1601;414;361.6;478.6;377.4;323.9;442.8;360.7;315.5;413.7;28.2703992;28.16999817;0.087964814;7.421155791;28.19815969;0.74028514;504
PARACOU;PAR06q13;PAR06;0.25ha;286526.9628;583055.064;286514.8667;583103.5788;286575.4776;583067.1601;286563.3815;583115.6749;359.4;308.5;428.6;335.9;277.2;410.6;314.5;266.6;371.1;25.63007327;25.96285629;0.221153846;7.207609973;26.56346965;0.679640226;504
PARACOU;PAR06q14;PAR06;0.25ha;286514.8667;583103.5788;286502.7706;583152.0936;286563.3815;583115.6749;286551.2854;583164.1897;405.9;354.2;467.1;374.3;319;444.7;354.1;307.4;409.4;26.2865618;26.69999695;0.149038462;6.066949995;28.73970429;0.714500729;556
PARACOU;PAR06q15;PAR06;0.25ha;286502.7706;583152.0936;286490.6745;583200.6084;286551.2854;583164.1897;286539.1893;583212.7045;420.8;365.4;486;384.2;331.9;448.8;366.9;320.7;424.7;28.55452474;28.34000015;0.059528566;5.687106752;29.21418217;0.731654524;560
PARACOU;PAR06q16;PAR06;0.25ha;286599.6698;582970.1305;286587.5737;583018.6453;286648.1846;582982.2266;286636.0885;583030.7414;367.2;317.2;425.5;335.7;287.1;393.3;320.1;279.9;363.3;27.79528277;29.84999847;0.151041667;6.681633599;26.22663751;0.72711988;548
PARACOU;PAR06q17;PAR06;0.25ha;286587.5737;583018.6453;286575.4776;583067.1601;286636.0885;583030.7414;286623.9924;583079.2562;307.1;265.8;356.4;278.5;237.4;326.8;267.5;235.5;305.4;27.48430464;27.55928516;0.148044693;7.312419926;22.76465267;0.702341231;460
PARACOU;PAR06q18;PAR06;0.25ha;286575.4776;583067.1601;286563.3815;583115.6749;286623.9924;583079.2562;286611.8963;583127.771;435.2;381.6;507.8;399.2;341.9;471.8;379.4;331.7;432.3;28.78238737;29.53000069;0.118447379;7.4165059;30.09389722;0.728040182;500
PARACOU;PAR06q19;PAR06;0.25ha;286563.3815;583115.6749;286551.2854;583164.1897;286611.8963;583127.771;286599.8002;583176.2858;563.9;483.3;647.7;526.5;443.4;623;490.9;424.6;566.1;29.5644214;30.26000023;0.046307385;4.98917946;37.26413321;0.718148506;568
PARACOU;PAR06q20;PAR06;0.25ha;286551.2854;583164.1897;286539.1893;583212.7045;286599.8002;583176.2858;286587.7041;583224.8005;445.5;393.4;503.2;403.5;350.1;466.8;387;342.4;440.9;26.85267744;27.25999928;0.086330935;4.89701706;30.57155125;0.74134707;608
PARACOU;PAR06q21;PAR06;0.25ha;286648.1846;582982.2266;286636.0885;583030.7414;286696.6994;582994.3227;286684.6033;583042.8375;410.6;364.6;463.4;372.7;328.4;427;358.9;321.5;402.6;32.17300251;32.74000168;0.017220665;4.285290068;31.479371;0.688554581;640
PARACOU;PAR06q22;PAR06;0.25ha;286636.0885;583030.7414;286623.9924;583079.2562;286684.6033;583042.8375;286672.5072;583091.3523;371.3;319.2;436.7;345.8;285.2;416.5;323.4;278.5;379;32.60057703;33.69449997;0.044471154;6.662276047;26.80376693;0.678296354;412
PARACOU;PAR06q23;PAR06;0.25ha;286623.9924;583079.2562;286611.8963;583127.771;286672.5072;583091.3523;286660.4111;583139.8671;531.8;463.3;620.4;493.8;415.2;583;463.3;403.3;537.2;29.17882163;29.98999882;0.103174603;6.553952071;34.87895124;0.735918106;576
PARACOU;PAR06q24;PAR06;0.25ha;286611.8963;583127.771;286599.8002;583176.2858;286660.4111;583139.8671;286648.315;583188.3819;515.7;459.1;582.2;471.1;409.3;541.3;447.5;393.1;501.7;29.32252938;29.77999878;0.038815526;4.265697356;34.15641321;0.744524441;572
PARACOU;PAR06q25;PAR06;0.25ha;286599.8002;583176.2858;286587.7041;583224.8005;286648.315;583188.3819;286636.2189;583236.8966;548.6;480.4;623.8;504.4;436.7;585.4;476.9;420.1;542.3;31.24951261;31.13146782;0.008012821;3.801047243;36.88569696;0.711407127;524
PARACOU;PAR07q1;PAR07;0.25ha;286031.8273;582473.2357;286018.4654;582521.4172;286080.0088;582486.5976;286066.6469;582534.7791;429.1;372.8;502.1;397.2;335.9;489.5;372.2;319.9;433.8;29.8510324;30.2149992;0.062;6.458635944;31.21957385;0.682195473;596
PARACOU;PAR07q2;PAR07;0.25ha;286018.4654;582521.4172;286005.1035;582569.5987;286066.6469;582534.7791;286053.285;582582.9606;399.6;344.6;470.3;372.7;315.6;439.3;349.4;301.6;403.5;30.21120612;30.29000092;0.038815526;6.046244053;30.45641502;0.662182111;572
PARACOU;PAR07q3;PAR07;0.25ha;286005.1035;582569.5987;285991.7416;582617.7802;286053.285;582582.9606;286039.9231;582631.1421;436.6;379.7;505;401.3;342.5;464.7;382.1;334.5;439.4;31.20682264;32.1799984;0.0656;6.700569622;31.88401442;0.68065489;600
PARACOU;PAR07q4;PAR07;0.25ha;285991.7416;582617.7802;285978.3796;582665.9617;286039.9231;582631.1421;286026.5612;582679.3237;297;259.8;344.7;268;231.2;311.4;258.9;228.1;294.4;26.44188832;26.25999832;0.168467387;6.256450097;23.47546628;0.688511646;584
PARACOU;PAR07q5;PAR07;0.25ha;285978.3796;582665.9617;285965.0177;582714.1433;286026.5612;582679.3237;286013.1992;582727.5052;356.3;306.3;421.4;328.3;274.7;396.4;312.8;267.4;370.7;24.77232295;25.33999825;0.283886445;7.18032399;25.34173254;0.700997991;568
PARACOU;PAR07q6;PAR07;0.25ha;286080.0088;582486.5976;286066.6469;582534.7791;286128.1904;582499.9595;286114.8284;582548.141;438.3;392.8;488;396;346;447.7;380.8;339.6;423.4;28.29935991;28.06999874;0.068;5.534334309;32.84637535;0.699156511;664
PARACOU;PAR07q7;PAR07;0.25ha;286066.6469;582534.7791;286053.285;582582.9606;286114.8284;582548.141;286101.4665;582596.3225;376.2;334.9;419.8;339.7;297.9;384.9;327.9;294.4;365.5;27.90114845;27.71999741;0.06437425;5.600543045;29.55619165;0.67124588;612
PARACOU;PAR07q8;PAR07;0.25ha;286053.285;582582.9606;286039.9231;582631.1421;286101.4665;582596.3225;286088.1046;582644.5041;490.8;437.4;555.4;448.1;390.6;515.3;425.6;379.4;478.1;30.1482406;31.03999901;0.048019208;5.137778768;34.75556519;0.689721541;608
PARACOU;PAR07q9;PAR07;0.25ha;286039.9231;582631.1421;286026.5612;582679.3237;286088.1046;582644.5041;286074.7427;582692.6856;455.1;394.3;529.2;423.6;355.3;500.1;397.2;343.6;459.9;30.33625862;31.42000008;0.1128;6.79909823;32.46500485;0.707233395;620
PARACOU;PAR07q10;PAR07;0.25ha;286026.5612;582679.3237;286013.1992;582727.5052;286074.7427;582692.6856;286061.3808;582740.8671;316.5;277.3;365.8;288.5;248.2;337.5;277.1;243.9;319.4;26.29256248;26.00154495;0.1716;7.000094029;25.66458459;0.69025465;660
PARACOU;PAR07q11;PAR07;0.25ha;286128.1904;582499.9595;286114.8284;582548.141;286176.3719;582513.3214;286163.01;582561.5029;396.7;347.8;452.7;360.3;311;420.9;345.8;304.2;393.7;28.05656967;28.6099987;0.094437775;6.181287128;29.09593262;0.674970326;524
PARACOU;PAR07q12;PAR07;0.25ha;286114.8284;582548.141;286101.4665;582596.3225;286163.01;582561.5029;286149.648;582609.6845;421.2;371.4;476.6;383.1;331.8;441.1;366.1;321;418.8;28.13575903;28.51999664;0.086365454;5.538713577;32.13490829;0.669096386;568
PARACOU;PAR07q13;PAR07;0.25ha;286101.4665;582596.3225;286088.1046;582644.5041;286149.648;582609.6845;286136.2861;582657.866;518.1;451;590.7;472;407.8;550.4;448.5;396.5;508;27.98492516;27.17500019;0.1092;6.727117888;34.85352005;0.723327493;580
PARACOU;PAR07q14;PAR07;0.25ha;286088.1046;582644.5041;286074.7427;582692.6856;286136.2861;582657.866;286122.9242;582706.0475;416.2;362.2;485.3;380.9;324;449.4;362.3;316;425.1;28.56131401;27.75499916;0.044;5.844150744;28.53337705;0.734820942;544
PARACOU;PAR07q15;PAR07;0.25ha;286074.7427;582692.6856;286061.3808;582740.8671;286122.9242;582706.0475;286109.5623;582754.229;384.6;340.4;437;347.8;301.3;401.6;334.7;294.7;379.9;26.95527851;27.34000015;0.1788;6.723283141;28.03129085;0.716453622;612
PARACOU;PAR07q16;PAR07;0.25ha;286176.3719;582513.3214;286163.01;582561.5029;286224.5534;582526.6833;286211.1915;582574.8649;430.5;376.9;492.5;394.1;339.5;461.9;375.4;330.4;428.1;28.38427654;28.88499737;0.0868;5.621898053;31.62621218;0.677065886;600
PARACOU;PAR07q17;PAR07;0.25ha;286163.01;582561.5029;286149.648;582609.6845;286211.1915;582574.8649;286197.8296;582623.0464;348.4;303.1;401;321.5;274.6;382.4;305;267.5;350.2;28.3540087;28.40000153;0.136054422;7.888313107;27.51103368;0.659473277;608
PARACOU;PAR07q18;PAR07;0.25ha;286149.648;582609.6845;286136.2861;582657.866;286197.8296;582623.0464;286184.4676;582671.2279;423;377.9;474;381.1;336.8;434.3;369;331.7;412.3;25.80915247;25.95416737;0.144;5.573389823;31.65624581;0.707867522;684
PARACOU;PAR07q19;PAR07;0.25ha;286136.2861;582657.866;286122.9242;582706.0475;286184.4676;582671.2279;286171.1057;582719.4094;505.6;444.5;574;463.7;402.3;544.7;441.2;386.9;501.1;27.44789452;27.26999855;0.101240496;5.973501832;35.38492045;0.726538456;692
PARACOU;PAR07q20;PAR07;0.25ha;286122.9242;582706.0475;286109.5623;582754.229;286171.1057;582719.4094;286157.7438;582767.5909;400.9;354.6;455.4;363.3;316.3;417.3;348.4;308.1;392.3;28.35767727;28.32166576;0.1004;6.100333416;29.15070629;0.697167314;620
PARACOU;PAR07q21;PAR07;0.25ha;286224.5534;582526.6833;286211.1915;582574.8649;286272.7349;582540.0453;286259.373;582588.2268;463.4;408.9;530.8;422.8;368.1;489.4;405.7;358.3;463.5;29.42987195;29.4842844;0.0528;5.589798463;31.30172022;0.749653328;544
PARACOU;PAR07q22;PAR07;0.25ha;286211.1915;582574.8649;286197.8296;582623.0464;286259.373;582588.2268;286246.0111;582636.4083;446.6;389.1;511;412.8;353.9;480.4;389.9;345.1;443;27.87152645;28.08500004;0.079968013;5.368286338;33.38187553;0.673351211;592
PARACOU;PAR07q23;PAR07;0.25ha;286197.8296;582623.0464;286184.4676;582671.2279;286246.0111;582636.4083;286232.6492;582684.5898;346.1;304.3;395.2;314.8;275;365.6;301.3;264.5;343.1;25.62845432;26.00999832;0.1644;6.173272904;27.03281731;0.663570641;524
PARACOU;PAR07q24;PAR07;0.25ha;286184.4676;582671.2279;286171.1057;582719.4094;286232.6492;582684.5898;286219.2872;582732.7713;463.6;400;538.7;430.4;367.9;510.8;403.2;351.1;462.8;26.64828542;27.48714447;0.159072742;6.812882377;33.60447936;0.694935109;672
PARACOU;PAR07q25;PAR07;0.25ha;286171.1057;582719.4094;286157.7438;582767.5909;286219.2872;582732.7713;286205.9253;582780.9529;419.9;373.9;474.2;379.8;332.5;437.3;364.5;323.1;413.6;27.00951442;27.25999832;0.146058423;6.09170517;30.38118331;0.718368641;640
PARACOU;PAR08q1;PAR08;0.25ha;285957.2;582027.5089;285943.2504;582075.5236;286005.2147;582041.4585;285991.2651;582089.4731;270.2;239.3;304.6;243.8;215.6;279.9;237.1;210.4;267.1;22.09897151;21.22999954;0.3836;5.144392703;24.50432531;0.636633566;780
PARACOU;PAR08q2;PAR08;0.25ha;285943.2504;582075.5236;285929.3009;582123.5383;285991.2651;582089.4731;285977.3156;582137.4878;192.1;168.7;219.6;173.4;152.4;195.7;169;149.8;191.7;20.92379925;20.34833145;0.4708;4.702348508;18.75649252;0.605931625;588
PARACOU;PAR08q3;PAR08;0.25ha;285929.3009;582123.5383;285915.3513;582171.5529;285977.3156;582137.4878;285963.366;582185.5025;297.2;260.5;337.4;268.6;234.8;309.6;259.1;228.2;295.2;24.55441956;22.90600014;0.2148;6.36640558;24.49043633;0.663986727;608
PARACOU;PAR08q4;PAR08;0.25ha;285915.3513;582171.5529;285901.4018;582219.5676;285963.366;582185.5025;285949.4164;582233.5172;212.1;188.1;240.2;190.7;167;218.9;186.5;165.8;213;20.36293517;20.28499889;0.464;4.826125684;19.15387258;0.646689042;592
PARACOU;PAR08q5;PAR08;0.25ha;285901.4018;582219.5676;285887.4522;582267.5823;285949.4164;582233.5172;285935.4669;582281.5319;308.2;267.2;355.8;280.4;241.8;326.1;269.9;238.9;305.6;24.38963666;24.52799988;0.1724;4.752790995;25.40281138;0.657743941;652
PARACOU;PAR08q6;PAR08;0.25ha;286005.2147;582041.4585;285991.2651;582089.4731;286053.2293;582055.408;286039.2798;582103.4227;315.4;278.5;355.9;285.7;251.8;324.6;276.2;246;311.1;23.70456505;23.20499706;0.266;5.318936966;26.55360819;0.65436759;720
PARACOU;PAR08q7;PAR08;0.25ha;285991.2651;582089.4731;285977.3156;582137.4878;286039.2798;582103.4227;286025.3302;582151.4374;331.9;295.3;371.4;298.1;263.4;339.3;289.9;259.6;323;24.17593197;24.26142788;0.1988;4.722405106;26.46560904;0.68402536;640
PARACOU;PAR08q8;PAR08;0.25ha;285977.3156;582137.4878;285963.366;582185.5025;286025.3302;582151.4374;286011.3807;582199.4521;282.1;252.3;312.8;251.7;224.7;282.8;247.7;222.8;275.5;24.61829292;24.87916565;0.2028;5.462081235;24.01482433;0.680298817;724
PARACOU;PAR08q9;PAR08;0.25ha;285963.366;582185.5025;285949.4164;582233.5172;286011.3807;582199.4521;285997.4311;582247.4667;276.8;246.5;311.9;250.1;221.1;286.8;243;217.2;271.8;20.93392194;20.19499969;0.4836;4.411346104;25.36733338;0.632640253;848
PARACOU;PAR08q10;PAR08;0.25ha;285949.4164;582233.5172;285935.4669;582281.5319;285997.4311;582247.4667;285983.4816;582295.4814;280.2;249.8;312.3;250.8;219.8;284.7;244.9;217.5;276.1;22.4470483;22.71999931;0.2704;4.961786734;23.40761102;0.675436015;632
PARACOU;PAR08q11;PAR08;0.25ha;286053.2293;582055.408;286039.2798;582103.4227;286101.244;582069.3576;286087.2945;582117.3722;247;220.5;277.7;223.2;197.1;255.2;217.6;194.1;242.5;20.19880717;19.82750034;0.518;4.653980501;22.57316003;0.660505316;776
PARACOU;PAR08q12;PAR08;0.25ha;286039.2798;582103.4227;286025.3302;582151.4374;286087.2945;582117.3722;286073.3449;582165.3869;293.1;261.6;328.9;264;233;298.6;257.6;231;290.3;21.720602;21.28200054;0.3692;4.078691653;25.44195877;0.662787308;768
PARACOU;PAR08q13;PAR08;0.25ha;286025.3302;582151.4374;286011.3807;582199.4521;286073.3449;582165.3869;286059.3954;582213.4016;282.5;252.4;318.2;254.5;224.2;291.2;248;222.3;278.2;21.27285897;20.36392689;0.4676;4.673426203;25.29790732;0.64881982;812
PARACOU;PAR08q14;PAR08;0.25ha;286011.3807;582199.4521;285997.4311;582247.4667;286059.3954;582213.4016;286045.4458;582261.4163;303.7;267.6;354.1;279.1;241;327.5;266.7;232.8;307.4;23.49413011;24.0283308;0.2532;4.772250751;25.98416939;0.639089591;712
PARACOU;PAR08q15;PAR08;0.25ha;285997.4311;582247.4667;285983.4816;582295.4814;286045.4458;582261.4163;286031.4963;582309.431;265;235;297.5;239.1;212.8;271.7;233;208.9;261.5;22.65442088;23.04833317;0.2976;4.627953432;25.40550373;0.600708884;756
PARACOU;PAR08q16;PAR08;0.25ha;286101.244;582069.3576;286087.2945;582117.3722;286149.2587;582083.3071;286135.3092;582131.3218;308.3;276.5;346;278.8;248.7;315;270.9;243.1;301.3;22.22041129;21.19999886;0.4204;6.195221412;26.51276434;0.676063364;796
PARACOU;PAR08q17;PAR08;0.25ha;286087.2945;582117.3722;286073.3449;582165.3869;286135.3092;582131.3218;286121.3596;582179.3365;351.6;320.2;390.2;314.1;280;350.1;308.4;282.1;336.5;22.76790145;22.26214218;0.21;3.61684703;29.86067481;0.681061726;880
PARACOU;PAR08q18;PAR08;0.25ha;286073.3449;582165.3869;286059.3954;582213.4016;286121.3596;582179.3365;286107.4101;582227.3512;282.3;257.4;311.9;253.3;229.5;281.4;249.3;225.9;274.9;24.19309389;23.32999992;0.142;4.500971602;27.02331713;0.627507226;880
PARACOU;PAR08q19;PAR08;0.25ha;286059.3954;582213.4016;286045.4458;582261.4163;286107.4101;582227.3512;286093.4605;582275.3659;241;213.4;273.5;219.7;189;255.1;211.7;185.5;241.3;24.37506731;23.87785816;0.2352;6.266418546;21.6045002;0.634109554;620
PARACOU;PAR08q20;PAR08;0.25ha;286045.4458;582261.4163;286031.4963;582309.431;286093.4605;582275.3659;286079.5109;582323.3805;297.8;264.6;335.7;271;235.7;309.9;260.5;230.9;293.8;25.23440126;25.18000031;0.109243697;4.764337454;27.5476458;0.59891406;792
PARACOU;PAR08q21;PAR08;0.25ha;286149.2587;582083.3071;286135.3092;582131.3218;286197.2734;582097.2567;286183.3238;582145.2714;287.1;260.8;315.3;259.5;231.3;287.8;252.6;229.8;279.8;20.92094181;20.25;0.4596;3.251324108;26.83647405;0.636844081;844
PARACOU;PAR08q22;PAR08;0.25ha;286135.3092;582131.3218;286121.3596;582179.3365;286183.3238;582145.2714;286169.3743;582193.286;245.8;218.7;275.9;222.7;196.8;251.3;216.8;195;241.3;21.76859028;21.18928337;0.3648;3.794039817;23.95089921;0.596296402;680
PARACOU;PAR08q23;PAR08;0.25ha;286121.3596;582179.3365;286107.4101;582227.3512;286169.3743;582193.286;286155.4247;582241.3007;263.7;236.5;294.9;237.2;209.9;268.9;231.5;209.3;257.8;24.20745306;24.10999775;0.1924;4.784912179;24.4063139;0.622802227;660
PARACOU;PAR08q24;PAR08;0.25ha;286107.4101;582227.3512;286093.4605;582275.3659;286155.4247;582241.3007;286141.4752;582289.3154;298.4;266.3;336.5;269.8;241.4;306.2;261.9;235.8;291.6;24.9211684;25.47499943;0.128;4.637032143;26.60414699;0.628659548;728
PARACOU;PAR08q25;PAR08;0.25ha;286093.4605;582275.3659;286079.5109;582323.3805;286141.4752;582289.3154;286127.5256;582337.3301;272.7;244;306.7;246;215.8;278.3;239.4;215.3;267.3;24.93727726;25.10499859;0.1576;4.772253261;25.4701954;0.60360502;728
PARACOU;PAR09q1;PAR09;0.25ha;286211.467;581496.8002;286197.5174;581544.8149;286259.4817;581510.7498;286245.5321;581558.7644;384.2;340.4;428.7;347.8;305.2;395;334.3;300.7;372.5;25.9009185;26.5739994;0.1532;5.480406832;29.66778102;0.687985705;656
PARACOU;PAR09q2;PAR09;0.25ha;286197.5174;581544.8149;286183.5679;581592.8296;286245.5321;581558.7644;286231.5825;581606.7791;300.9;266.8;338.6;270.2;238.9;308.9;264.6;237.2;295.6;25.4875707;25.36499882;0.1532;5.187356948;23.80236785;0.715890448;640
PARACOU;PAR09q3;PAR09;0.25ha;286183.5679;581592.8296;286169.6183;581640.8442;286231.5825;581606.7791;286217.633;581654.7938;396.5;354.9;448.1;359.5;317.8;411.6;346.4;310.8;386.9;26.94783559;26.43333244;0.094;5.410132448;29.13827815;0.724800908;644
PARACOU;PAR09q4;PAR09;0.25ha;286169.6183;581640.8442;286155.6687;581688.8589;286217.633;581654.7938;286203.6834;581702.8085;336.2;299.3;384.3;305.5;266.1;350.8;292.9;259.2;330.1;27.37221631;27.30999947;0.0544;4.523410622;28.77886738;0.636573327;716
PARACOU;PAR09q5;PAR09;0.25ha;286155.6687;581688.8589;286141.7192;581736.8736;286203.6834;581702.8085;286189.7339;581750.8232;266.7;236;300.5;238.6;208.7;275.1;234.3;208.6;265.8;23.4907513;23.14633274;0.254;7.424068881;21.67206329;0.704030482;616
PARACOU;PAR09q6;PAR09;0.25ha;286259.4817;581510.7498;286245.5321;581558.7644;286307.4963;581524.6993;286293.5468;581572.714;438.7;392.3;494.3;394.7;351.3;446.6;382.8;343.6;428.8;27.34207624;27.5466671;0.08;5.211364633;31.685227;0.733967901;644
PARACOU;PAR09q7;PAR09;0.25ha;286245.5321;581558.7644;286231.5825;581606.7791;286293.5468;581572.714;286279.5972;581620.7287;450.6;400.4;512.5;411.1;358.3;480.3;392.6;347.3;444.4;30.4027524;30.87379646;0.0624;6.070282097;31.97422525;0.728026689;604
PARACOU;PAR09q8;PAR09;0.25ha;286231.5825;581606.7791;286217.633;581654.7938;286279.5972;581620.7287;286265.6477;581668.7434;475.1;428.4;531.3;425.2;375.6;477.9;413;374.9;455.6;28.92468574;28.6524992;0.0204;4.552630598;33.72013395;0.748504407;716
PARACOU;PAR09q9;PAR09;0.25ha;286217.633;581654.7938;286203.6834;581702.8085;286265.6477;581668.7434;286251.6981;581716.758;336.1;291;389.9;311;266.4;371.9;295.7;256.2;343.2;25.38558302;25.16999817;0.2292;7.004480514;26.48128558;0.677606311;628
PARACOU;PAR09q10;PAR09;0.25ha;286203.6834;581702.8085;286189.7339;581750.8232;286251.6981;581716.758;286237.7486;581764.7727;387.9;325.9;479.7;366.6;300.1;475.7;339.8;285.9;416;26.25644484;25.91899967;0.152;6.171918824;28.15029124;0.713602001;584
PARACOU;PAR09q11;PAR09;0.25ha;286307.4963;581524.6993;286293.5468;581572.714;286355.511;581538.6489;286341.5615;581586.6635;422.6;370.9;479.5;386.1;333.5;445;367.7;323.4;420.7;25.28034938;25.57916451;0.26;7.142658684;30.82979959;0.720940678;704
PARACOU;PAR09q12;PAR09;0.25ha;286293.5468;581572.714;286279.5972;581620.7287;286341.5615;581586.6635;286327.6119;581634.6782;392.5;348.2;443.6;353.3;310.1;404;342.8;305.7;389.1;24.88581273;25.67999935;0.2068;5.941769973;27.93433188;0.757034102;676
PARACOU;PAR09q13;PAR09;0.25ha;286279.5972;581620.7287;286265.6477;581668.7434;286327.6119;581634.6782;286313.6624;581682.6929;352.8;313.5;398.1;318;278.2;361.6;309.2;274;351.8;26.85152292;26.76871395;0.1096;5.879036968;26.96016483;0.703826762;664
PARACOU;PAR09q14;PAR09;0.25ha;286265.6477;581668.7434;286251.6981;581716.758;286313.6624;581682.6929;286299.7128;581730.7076;289.9;255.4;330.8;264.7;228.2;307;253.5;221.4;289;26.92531678;26.36199951;0.128;5.962607523;24.41600886;0.63986358;604
PARACOU;PAR09q15;PAR09;0.25ha;286251.6981;581716.758;286237.7486;581764.7727;286299.7128;581730.7076;286285.7632;581778.7223;363.7;325.8;406.1;329.7;291;376;317.9;283.3;357;25.94338506;26.87499905;0.168;7.465958749;29.57229231;0.666590843;656
PARACOU;PAR09q16;PAR09;0.25ha;286355.511;581538.6489;286341.5615;581586.6635;286403.5257;581552.5984;286389.5761;581600.6131;361.9;318.8;417.6;329;284;381.6;315.6;277.8;356.7;24.72345297;23.81833267;0.1804;5.55300883;27.61260766;0.696800119;664
PARACOU;PAR09q17;PAR09;0.25ha;286341.5615;581586.6635;286327.6119;581634.6782;286389.5761;581600.6131;286375.6266;581648.6278;368.6;327.2;420.8;332.9;289.3;389.7;322;284.9;364.6;26.21414534;26.29714298;0.2156;7.293608417;27.01365987;0.728490501;648
PARACOU;PAR09q18;PAR09;0.25ha;286327.6119;581634.6782;286313.6624;581682.6929;286375.6266;581648.6278;286361.677;581696.6425;308.9;268.6;362.2;285;240.8;336.9;269.7;235;312.5;29.50774732;30.34999847;0.09;6.599868031;25.87099665;0.638260184;672
PARACOU;PAR09q19;PAR09;0.25ha;286313.6624;581682.6929;286299.7128;581730.7076;286361.677;581696.6425;286347.7275;581744.6572;295.9;257.7;338.9;269;232;313.8;257.7;226.7;295.3;28.80307628;29.39999962;0.0676;5.47502921;23.30551554;0.676148802;504
PARACOU;PAR09q20;PAR09;0.25ha;286299.7128;581730.7076;286285.7632;581778.7223;286347.7275;581744.6572;286333.7779;581792.6718;428.8;379.9;484.9;385.1;334.8;445.7;374.5;335;421.7;27.74782606;28.79499912;0.1012;5.441110683;29.98124285;0.761539596;676
PARACOU;PAR09q21;PAR09;0.25ha;286403.5257;581552.5984;286389.5761;581600.6131;286451.5404;581566.548;286437.5908;581614.5627;278.2;248.9;315.8;250.2;218.6;286.4;244.2;219.3;274.9;24.0233399;24.43500042;0.2916;8.299964762;22.58608454;0.692614626;580
PARACOU;PAR09q22;PAR09;0.25ha;286389.5761;581600.6131;286375.6266;581648.6278;286437.5908;581614.5627;286423.6413;581662.5773;342.4;306.6;383.2;307.1;268.8;348.9;299.5;268.6;339.2;24.90664871;24.91749859;0.1988;5.971864071;26.13365893;0.720442892;640
PARACOU;PAR09q23;PAR09;0.25ha;286375.6266;581648.6278;286361.677;581696.6425;286423.6413;581662.5773;286409.6917;581710.592;344.5;306.2;389.3;308;270.1;350.2;299;265.8;335.6;24.59346846;24.65999985;0.192;5.640112629;26.73689813;0.698301513;664
